company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q2,,2014-06-30,2014-08-07 12:54:00+00:00,717141000.0,1150531000.0,220753000.0,,-3609000.0,970561000.0,0.0,4652000.0,19148000.0,24337000.0,7927000.0,,,556228000.0,2323000.0,,,70572000.0,,,55315000.0,,84081000.0,1893771000.0,86149000.0,2929940000.0,1894814000.0,2310470000.0,962231000.0,1894814000.0,1897137000.0,1032803000.0,2929940000.0,63242000.0,70572000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2014.0,Q1,,2014-03-31,2014-05-08 16:43:59+00:00,677582000.0,1062924000.0,196157000.0,,-8691000.0,1131046000.0,0.0,2700000.0,18248000.0,27754000.0,7927000.0,,,556071000.0,1883000.0,,,63997000.0,,,26513000.0,,36284000.0,1964122000.0,86491000.0,2925504000.0,1958131000.0,2334993000.0,901493000.0,1958131000.0,1960014000.0,965490000.0,2925504000.0,34440000.0,63997000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2015.0,FY,,2015-12-31,2017-02-23 16:12:35+00:00,645304000.0,1112260000.0,186571000.0,,-81238000.0,807796000.0,0.0,1852000.0,,29498000.0,7927000.0,,,524724000.0,2683000.0,,,9528000.0,,,56417000.0,,56453000.0,1771379000.0,,2565577000.0,1691993000.0,1976509000.0,861373000.0,1691993000.0,1694676000.0,870901000.0,2565577000.0,64344000.0,9528000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2015.0,Q3,,2015-09-30,2015-11-05 16:10:18+00:00,718555000.0,1166300000.0,208771000.0,,-74079000.0,968683000.0,0.0,2736000.0,20862000.0,27876000.0,7927000.0,,,527893000.0,3147000.0,,,29624000.0,,,55738000.0,,71355000.0,1910388000.0,8260000.0,2827018000.0,1839045000.0,2235460000.0,955202000.0,1839045000.0,1842192000.0,984826000.0,2827018000.0,63665000.0,29624000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2015.0,Q2,,2015-06-30,2015-08-06 11:27:37+00:00,738323000.0,1194180000.0,228537000.0,,-52778000.0,985727000.0,0.0,4240000.0,20930000.0,26821000.0,7927000.0,,,536121000.0,3112000.0,,,48961000.0,,,53572000.0,,86871000.0,1935159000.0,47047000.0,2932375000.0,1886621000.0,2334755000.0,993681000.0,1886621000.0,1889733000.0,1042642000.0,2932375000.0,61499000.0,48961000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2015.0,Q1,,2015-03-31,2015-05-07 11:29:27+00:00,749246000.0,1253639000.0,203810000.0,,-57091000.0,1033144000.0,0.0,7152000.0,20402000.0,26163000.0,7927000.0,,,528988000.0,2640000.0,,,37028000.0,,,54703000.0,,44914000.0,1974830000.0,61000.0,2943778000.0,1924891000.0,2352160000.0,979219000.0,1924891000.0,1927531000.0,1016247000.0,2943778000.0,62630000.0,37028000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2016.0,FY,,2016-12-31,2018-02-23 10:05:38+00:00,726571000.0,1190130000.0,185502000.0,,-104592000.0,974435000.0,0.0,4441000.0,,17858000.0,7927000.0,,,536572000.0,2575000.0,0.0,0.0,13727000.0,,,27793000.0,,54014000.0,1944789000.0,,2790871000.0,1844638000.0,2218579000.0,929931000.0,1844638000.0,1847213000.0,943658000.0,2790871000.0,35720000.0,13727000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2016.0,Q3,,2016-09-30,2016-11-08 16:39:24+00:00,698620000.0,1108516000.0,207547000.0,,-81644000.0,1042700000.0,0.0,2278000.0,19573000.0,21437000.0,7927000.0,,,539984000.0,3850000.0,,,32260000.0,,,30200000.0,,64897000.0,1929449000.0,,2813797000.0,1850083000.0,2235686000.0,927604000.0,1850083000.0,1853933000.0,959864000.0,2813797000.0,38127000.0,32260000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2016.0,Q2,,2016-06-30,2016-08-04 16:14:51+00:00,642056000.0,1051373000.0,225821000.0,,-82012000.0,980264000.0,0.0,1992000.0,19683000.0,26149000.0,7927000.0,,,540737000.0,3590000.0,,,33607000.0,,,31629000.0,,75525000.0,1855935000.0,,2707138000.0,1775915000.0,2126845000.0,894026000.0,1775915000.0,1779505000.0,927633000.0,2707138000.0,39556000.0,33607000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2016.0,Q1,,2016-03-31,2016-05-04 16:09:42+00:00,623699000.0,1010667000.0,202284000.0,,-71772000.0,1013917000.0,0.0,5667000.0,18203000.0,28432000.0,7927000.0,,,526941000.0,3260000.0,,,42817000.0,,,57395000.0,,44693000.0,1845356000.0,,2679743000.0,1779251000.0,2087480000.0,854415000.0,1779251000.0,1782511000.0,897232000.0,2679743000.0,65322000.0,42817000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2017.0,FY,,2017-12-31,2019-02-22 11:48:37+00:00,866305000.0,1414741000.0,206320000.0,,-73964000.0,1051099000.0,0.0,2310000.0,,20494000.0,7927000.0,,,525203000.0,2515000.0,29516000.0,13207000.0,,0.0,0.0,29219000.0,,75612000.0,2063512000.0,,3117008000.0,1991858000.0,2541452000.0,1093119000.0,1991858000.0,1994373000.0,1122635000.0,3117008000.0,50353000.0,29516000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2017.0,Q3,,2017-09-30,2017-11-07 15:54:40+00:00,836055000.0,1349854000.0,216146000.0,,-78960000.0,1033444000.0,0.0,3240000.0,,23853000.0,7927000.0,,,513070000.0,3078000.0,,,11746000.0,,,28963000.0,,135623000.0,2053723000.0,,3068881000.0,1978003000.0,2518921000.0,1076054000.0,1978003000.0,1981081000.0,1087800000.0,3068881000.0,36890000.0,11746000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2017.0,Q2,,2017-06-30,2017-08-08 16:15:27+00:00,774941000.0,1215278000.0,211376000.0,,-86507000.0,1114910000.0,0.0,12948000.0,,21329000.0,7927000.0,,,490776000.0,2793000.0,,,36473000.0,,,29737000.0,,164128000.0,2049403000.0,,3022756000.0,1975844000.0,2494316000.0,1007646000.0,1975844000.0,1978637000.0,1044119000.0,3022756000.0,37664000.0,36473000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2017.0,Q1,,2017-03-31,2017-05-04 16:28:20+00:00,701122000.0,1126488000.0,205255000.0,,-95678000.0,1156043000.0,0.0,6521000.0,,20427000.0,7927000.0,,,463604000.0,2824000.0,,,24195000.0,,,29392000.0,,119265000.0,2038053000.0,,2902719000.0,1948896000.0,2401796000.0,926804000.0,1948896000.0,1951720000.0,950999000.0,2902719000.0,37319000.0,24195000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2018.0,FY,,2018-12-31,2020-02-21 15:01:31+00:00,902259000.0,1581530000.0,215813000.0,,-105481000.0,923735000.0,0.0,3612000.0,,18424000.0,7927000.0,,,504105000.0,882000.0,,40465000.0,,159510000.0,190343000.0,27246000.0,0.0,70041000.0,2088707000.0,,3314559000.0,1986838000.0,2734816000.0,1326839000.0,1986838000.0,1987720000.0,1326839000.0,3314559000.0,75638000.0,,0.0
Expeditors International of Washington Inc,EXPD,,746515,2018.0,Q3,,2018-09-30,2018-11-07 16:18:21+00:00,934509000.0,1528524000.0,228785000.0,,-101098000.0,990612000.0,0.0,3558000.0,,19139000.0,7927000.0,,,510328000.0,1483000.0,0.0,43293000.0,,168090000.0,195035000.0,26779000.0,,59247000.0,2053389000.0,,3334800000.0,1955849000.0,2746473000.0,1377468000.0,1955849000.0,1957332000.0,1377468000.0,3334800000.0,77999000.0,,0.0
Expeditors International of Washington Inc,EXPD,,746515,2018.0,Q2,,2018-06-30,2018-08-08 10:00:17+00:00,832011000.0,1337716000.0,227148000.0,,-90712000.0,1020854000.0,0.0,3343000.0,,19244000.0,7927000.0,,,515547000.0,2807000.0,0.0,16779000.0,,136133000.0,161870000.0,28438000.0,,69438000.0,1977121000.0,,3132832000.0,1889752000.0,2564141000.0,1240273000.0,1889752000.0,1892559000.0,1240273000.0,3132832000.0,53144000.0,,0.0
Expeditors International of Washington Inc,EXPD,,746515,2018.0,Q1,,2018-03-31,2018-05-09 10:49:47+00:00,812200000.0,1326168000.0,222212000.0,,-64992000.0,1132901000.0,0.0,2941000.0,,17233000.0,7927000.0,,,531068000.0,2797000.0,31334000.0,7402000.0,,120861000.0,147236000.0,27993000.0,,58161000.0,2041520000.0,,3212481000.0,1979469000.0,2638091000.0,1198881000.0,1979469000.0,1982266000.0,1230215000.0,3212481000.0,43322000.0,31334000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2019.0,FY,,2019-12-31,2020-05-07 11:05:10+00:00,735695000.0,1315091000.0,189446000.0,,-131187000.0,1230491000.0,0.0,4899000.0,,23627000.0,7927000.0,,,499344000.0,2191000.0,,8034000.0,,131783000.0,219550000.0,406656000.0,326347000.0,92558000.0,2321316000.0,,3691884000.0,2195028000.0,2769923000.0,1168318000.0,2195028000.0,2197219000.0,1494665000.0,3691884000.0,422617000.0,326347000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2019.0,Q3,,2019-09-30,2019-11-06 13:15:34+00:00,744002000.0,1319032000.0,207752000.0,,-118774000.0,1215970000.0,0.0,25003000.0,,17273000.0,7927000.0,,,494153000.0,1902000.0,,44351000.0,,130690000.0,214559000.0,390809000.0,313580000.0,103521000.0,2301156000.0,,3706453000.0,2207385000.0,2769213000.0,1183586000.0,2207385000.0,2209287000.0,1497166000.0,3706453000.0,443087000.0,313580000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2019.0,Q2,,2019-06-30,2019-08-07 13:51:48+00:00,811144000.0,1382070000.0,217463000.0,,-104096000.0,1082650000.0,0.0,14134000.0,,19891000.0,7927000.0,,,499233000.0,1421000.0,,33617000.0,,143651000.0,230322000.0,394753000.0,315776000.0,103089000.0,2140935000.0,,3646990000.0,2050973000.0,2711460000.0,1278820000.0,2050973000.0,2052394000.0,1594596000.0,3646990000.0,436297000.0,315776000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2019.0,Q1,,2019-03-31,2019-05-08 12:35:22+00:00,768665000.0,1353725000.0,220085000.0,,-103986000.0,1189429000.0,,5694000.0,,23502000.0,7927000.0,,,500853000.0,1164000.0,,37781000.0,,131535000.0,215675000.0,367357000.0,289551000.0,54305000.0,2222562000.0,,3642912000.0,2124270000.0,2728994000.0,1227927000.0,2124270000.0,2125434000.0,1517478000.0,3642912000.0,413065000.0,289551000.0,0.0
Expeditors International of Washington Inc,EXPD,,746515,2020.0,Q1,,2020-03-31,2020-05-07 11:05:10+00:00,700944000.0,1268798000.0,201756000.0,,-169746000.0,1111973000.0,0.0,2344000.0,,21864000.0,7927000.0,,,484588000.0,2339000.0,,9680000.0,,143986000.0,234614000.0,388955000.0,313644000.0,94060000.0,2202208000.0,,3509967000.0,2034806000.0,2618817000.0,1159178000.0,2034806000.0,2037145000.0,1472822000.0,3509967000.0,406562000.0,313644000.0,0.0
