company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,restructuringcharge,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 17:27:49+00:00,,0.23,,23041000.0,0.23,,277000.0,21395000.0,30205000.0,29223000.0,982000.0,24142000.0,,-21395000.0,1971000.0,,82618000.0,6711000.0,,6063000.0,,21395000.0,31723000.0,82618000.0,29500000.0,61223000.0,,103606241.0,103686440.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q4,2011-10-01,2011-12-31,,0.52,0.27,,29704000.0,0.27,10000.0,,28982000.0,41005000.0,29711000.0,11294000.0,34941000.0,,-28982000.0,10498000.0,,106361000.0,8321000.0,865000.0,6064000.0,,28982000.0,48533000.0,107226000.0,29711000.0,78244000.0,126500000.0,126142696.0,126189399.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 17:11:21+00:00,1.05,1.05,,116546000.0,1.05,10000.0,,108301000.0,157032000.0,139622000.0,17410000.0,132779000.0,,-108301000.0,15457000.0,,410748000.0,32424000.0,1612000.0,24253000.0,,108301000.0,164437000.0,412360000.0,139622000.0,304059000.0,126500000.0,126142696.0,126189399.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.53,0.78,,86842000.0,0.78,,,79319000.0,116027000.0,109911000.0,6116000.0,97838000.0,,-79319000.0,4959000.0,,304387000.0,24103000.0,747000.0,18189000.0,,79319000.0,115904000.0,305134000.0,109911000.0,225815000.0,128600000.0,126376201.0,126582609.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.54,1.07,,108214000.0,1.07,849000.0,-612000.0,104450000.0,153904000.0,137413000.0,16491000.0,129651000.0,,-104450000.0,5405000.0,,385319000.0,31004000.0,1404000.0,24253000.0,,104450000.0,145472000.0,386723000.0,136801000.0,282273000.0,128600000.0,126376201.0,126582609.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 17:30:46+00:00,0.27,0.27,,31561000.0,0.27,,,28550000.0,40780000.0,36952000.0,3828000.0,34717000.0,,-28550000.0,1657000.0,,105742000.0,7510000.0,488000.0,6063000.0,,28550000.0,40728000.0,106230000.0,36952000.0,77680000.0,128600000.0,126376201.0,126582609.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.26,0.51,,55281000.0,0.51,,,50769000.0,75247000.0,72959000.0,2288000.0,63121000.0,,-50769000.0,3302000.0,,198645000.0,16593000.0,259000.0,12126000.0,,50769000.0,75176000.0,198904000.0,72959000.0,148135000.0,127600000.0,125999323.0,126202047.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.27,1.05,,100594000.0,1.05,849000.0,-277000.0,101035000.0,144778000.0,129976000.0,14802000.0,120525000.0,,-101035000.0,5490000.0,,366410000.0,29659000.0,916000.0,24253000.0,,101035000.0,136592000.0,367326000.0,129699000.0,266291000.0,127600000.0,125999323.0,126202047.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q2,2011-04-01,2011-06-30,2012-07-26 17:23:11+00:00,0.26,0.26,,28673000.0,0.26,,,25647000.0,39248000.0,37348000.0,1900000.0,33185000.0,,-25647000.0,1597000.0,,101361000.0,8355000.0,259000.0,6063000.0,,25647000.0,38625000.0,101620000.0,37348000.0,75973000.0,127600000.0,125999323.0,126202047.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.01,1.03,,95208000.0,1.03,849000.0,-277000.0,96964000.0,136578000.0,121589000.0,14989000.0,112325000.0,,-96964000.0,5539000.0,,347446000.0,28231000.0,657000.0,24253000.0,,96964000.0,129827000.0,348103000.0,121312000.0,251139000.0,,118960878.0,119109044.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 20:53:10+00:00,,0.25,,26608000.0,0.25,,,25122000.0,35999000.0,35611000.0,388000.0,29936000.0,,-25122000.0,1705000.0,,97284000.0,8238000.0,,6063000.0,,25122000.0,36551000.0,97284000.0,35611000.0,72162000.0,,118960878.0,119109044.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q4,2012-10-01,2012-12-31,,0.21,0.21,,40964000.0,0.21,3639000.0,,35064000.0,39024000.0,31888000.0,7136000.0,28541000.0,,-35064000.0,15864000.0,,139741000.0,10437000.0,519000.0,10483000.0,2404000.0,35064000.0,73308000.0,140260000.0,31888000.0,105196000.0,133200000.0,132817472.0,132884933.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,FY,2012-01-01,2012-12-31,2014-02-14 17:11:21+00:00,0.86,0.86,,147323000.0,0.86,3639000.0,,122542000.0,159152000.0,140719000.0,18433000.0,114538000.0,,-122542000.0,21297000.0,,481117000.0,39428000.0,1730000.0,44614000.0,7899000.0,122542000.0,219586000.0,482847000.0,140719000.0,360305000.0,133200000.0,132817472.0,132884933.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.65,0.65,,106359000.0,0.65,,,87478000.0,120128000.0,108831000.0,11297000.0,85997000.0,,-87478000.0,5433000.0,,341376000.0,28991000.0,1211000.0,34131000.0,5495000.0,87478000.0,146278000.0,342587000.0,108831000.0,255109000.0,134900000.0,132764877.0,132931813.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.17,0.92,,136063000.0,0.92,10000.0,,116460000.0,161133000.0,138542000.0,22591000.0,120938000.0,,-116460000.0,15931000.0,,447737000.0,37312000.0,2076000.0,40195000.0,5495000.0,116460000.0,194811000.0,449813000.0,138542000.0,333353000.0,134900000.0,132764877.0,132931813.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 17:29:30+00:00,0.2,0.2,,37039000.0,0.2,,,29720000.0,37458000.0,33623000.0,3835000.0,26976000.0,,-29720000.0,1532000.0,,116795000.0,9740000.0,354000.0,10482000.0,5495000.0,29720000.0,53806000.0,117149000.0,33623000.0,87429000.0,134900000.0,132764877.0,132931813.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.45,0.45,,69320000.0,0.45,,,57758000.0,82670000.0,75208000.0,7462000.0,59021000.0,,-57758000.0,3901000.0,,224581000.0,19251000.0,857000.0,23649000.0,,57758000.0,92472000.0,225438000.0,75208000.0,167680000.0,131800000.0,132592939.0,132828540.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.24,0.99,,130585000.0,0.99,10000.0,,115290000.0,164455000.0,141871000.0,22584000.0,128679000.0,,-115290000.0,16056000.0,,436684000.0,35082000.0,2210000.0,35776000.0,,115290000.0,181733000.0,438894000.0,141871000.0,323604000.0,131800000.0,132592939.0,132828540.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q2,2012-04-01,2012-06-30,2013-07-25 17:24:45+00:00,0.25,0.25,,34742000.0,0.25,,,28806000.0,43407000.0,38161000.0,5246000.0,32950000.0,,-28806000.0,1746000.0,,112528000.0,9678000.0,605000.0,10457000.0,,28806000.0,46166000.0,113133000.0,38161000.0,84327000.0,131800000.0,132592939.0,132828540.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.25,1.0,,124516000.0,1.0,10000.0,,112131000.0,160296000.0,141058000.0,19238000.0,128914000.0,,-112131000.0,15907000.0,,425517000.0,33759000.0,1864000.0,31382000.0,,112131000.0,174192000.0,427381000.0,141058000.0,315250000.0,130400000.0,132577100.0,132703954.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 17:09:43+00:00,0.2,0.2,,34578000.0,0.2,,,28952000.0,39263000.0,37047000.0,2216000.0,26071000.0,,-28952000.0,2155000.0,,112053000.0,9573000.0,252000.0,13192000.0,,28952000.0,46306000.0,112305000.0,37047000.0,83353000.0,130400000.0,132577100.0,132703954.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 16:55:53+00:00,1.06,1.06,,306769000.0,1.06,290000.0,,,246283000.0,180613000.0,65670000.0,203634000.0,719000.0,,38851000.0,,773162000.0,240673000.0,7047000.0,41930000.0,13013000.0,,599596000.0,780209000.0,180613000.0,780209000.0,192100000.0,191754857.0,191781622.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q4,2013-10-01,2013-12-31,,0.25,0.48,,85292000.0,0.49,,,-130667000.0,64634000.0,49794000.0,14840000.0,53853000.0,297000.0,130667000.0,13059000.0,,214324000.0,198547000.0,1839000.0,10484000.0,138000.0,-130667000.0,297036000.0,216163000.0,49794000.0,346830000.0,192100000.0,191754857.0,191781622.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.81,0.58,,221477000.0,0.57,290000.0,,130667000.0,181649000.0,130819000.0,50830000.0,149781000.0,422000.0,-130667000.0,25792000.0,,558838000.0,42126000.0,5208000.0,31446000.0,12875000.0,130667000.0,302560000.0,564046000.0,130819000.0,433379000.0,195700000.0,195768298.0,196619866.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.02,0.79,,262441000.0,0.78,3929000.0,,165731000.0,220673000.0,162707000.0,57966000.0,178322000.0,422000.0,-165731000.0,41656000.0,,698579000.0,52563000.0,5727000.0,41929000.0,15279000.0,165731000.0,375868000.0,704306000.0,162707000.0,538575000.0,195700000.0,195768298.0,196619866.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q3,2013-07-01,2013-09-30,2014-10-30 17:23:36+00:00,0.21,0.21,,80822000.0,0.21,,,49836000.0,51907000.0,45508000.0,6399000.0,41089000.0,336000.0,-49836000.0,8466000.0,,200439000.0,17209000.0,1642000.0,10482000.0,240000.0,49836000.0,106737000.0,202081000.0,45508000.0,152245000.0,195700000.0,195768298.0,196619866.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q2,2013-04-01,2013-06-30,2014-07-24 17:28:18+00:00,0.23,0.0,,73906000.0,0.0,290000.0,,39232000.0,56516000.0,51944000.0,4572000.0,45957000.0,77000.0,-39232000.0,7754000.0,0.0,184574000.0,12712000.0,1869000.0,10482000.0,605000.0,39232000.0,95267000.0,186443000.0,51944000.0,147211000.0,199800000.0,195574014.0,196076113.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.6,0.37,,140655000.0,0.36,290000.0,,80831000.0,129742000.0,85311000.0,44431000.0,108692000.0,86000.0,-80831000.0,17326000.0,,358399000.0,24917000.0,3566000.0,20964000.0,12635000.0,80831000.0,195823000.0,361965000.0,85311000.0,281134000.0,199800000.0,195574014.0,196076113.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.01,0.78,,218658000.0,0.77,3929000.0,,145615000.0,206224000.0,150822000.0,55402000.0,164209000.0,86000.0,-145615000.0,34722000.0,,614935000.0,45094000.0,4439000.0,41929000.0,20534000.0,145615000.0,322937000.0,619374000.0,150822000.0,473759000.0,199800000.0,195574014.0,196076113.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.03,1.03,,179494000.0,1.02,3639000.0,,135189000.0,193115000.0,137039000.0,56076000.0,151202000.0,9000.0,-135189000.0,28714000.0,,542889000.0,42060000.0,3175000.0,41904000.0,19929000.0,135189000.0,273836000.0,546064000.0,137039000.0,410875000.0,169600000.0,171659191.0,172053880.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 17:21:01+00:00,0.37,0.37,,66749000.0,0.36,,,41599000.0,73226000.0,33367000.0,39859000.0,62735000.0,9000.0,-41599000.0,9572000.0,,173825000.0,12205000.0,1697000.0,10482000.0,12030000.0,41599000.0,100556000.0,175522000.0,33367000.0,133923000.0,169600000.0,171659191.0,172053880.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:13:19+00:00,1.04,1.04,,374661000.0,1.04,4126000.0,,,271940000.0,269140000.0,2800000.0,227558000.0,1305000.0,,53871000.0,39205000.0,930575000.0,270912000.0,2930000.0,43077000.0,,,703570000.0,933505000.0,229935000.0,933505000.0,218800000.0,218390885.0,218767885.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q4,2014-10-01,2014-12-31,,0.32,0.32,,96537000.0,0.32,1449000.0,,-104432000.0,78079000.0,78376000.0,-297000.0,71018000.0,290000.0,104432000.0,20397000.0,24995000.0,246882000.0,180242000.0,692000.0,6771000.0,,-104432000.0,298625000.0,247574000.0,53381000.0,352006000.0,218800000.0,218390885.0,218767885.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.72,0.72,,278124000.0,0.72,2677000.0,,104432000.0,193861000.0,190764000.0,3097000.0,156540000.0,1015000.0,-104432000.0,33474000.0,14210000.0,683693000.0,90670000.0,2238000.0,36306000.0,,104432000.0,404945000.0,685931000.0,176554000.0,581499000.0,222900000.0,222061661.0,222236071.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q3,2014-07-01,2014-09-30,2015-10-29 15:33:31+00:00,0.26,0.26,,95260000.0,0.26,495000.0,,,73627000.0,73627000.0,,57941000.0,344000.0,,12770000.0,10975000.0,235107000.0,64536000.0,606000.0,15342000.0,,,173061000.0,235713000.0,62652000.0,235713000.0,222900000.0,222061661.0,222236071.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.46,0.46,,182864000.0,0.46,2182000.0,,104432000.0,120234000.0,117137000.0,3097000.0,98599000.0,671000.0,-104432000.0,20704000.0,3235000.0,448586000.0,26134000.0,1632000.0,20964000.0,,104432000.0,231884000.0,450218000.0,113902000.0,345786000.0,223600000.0,220979955.0,221360641.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.92,1.15,,348978000.0,1.16,2182000.0,,23601000.0,236775000.0,212439000.0,24336000.0,193541000.0,1304000.0,-23601000.0,42229000.0,3235000.0,863349000.0,241890000.0,5113000.0,41930000.0,378000.0,23601000.0,635657000.0,868462000.0,209204000.0,844861000.0,223600000.0,220979955.0,221360641.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 15:49:16+00:00,0.23,0.23,,92894000.0,0.23,499000.0,,52712000.0,62241000.0,62221000.0,20000.0,51420000.0,339000.0,-52712000.0,10127000.0,1964000.0,228037000.0,12157000.0,609000.0,10482000.0,,52712000.0,115677000.0,228646000.0,60257000.0,175934000.0,223600000.0,220979955.0,221360641.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.92,0.92,,329990000.0,0.93,1973000.0,,10121000.0,231050000.0,202162000.0,28888000.0,188078000.0,1042000.0,-10121000.0,39856000.0,1271000.0,819886000.0,242445000.0,6373000.0,41930000.0,983000.0,10121000.0,615247000.0,826259000.0,200891000.0,816138000.0,205100000.0,207003950.0,207324363.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q1,2014-01-01,2014-03-31,2015-04-30 15:22:14+00:00,0.23,0.23,,89970000.0,0.23,1683000.0,,51720000.0,57993000.0,54916000.0,3077000.0,47179000.0,332000.0,-51720000.0,10577000.0,1271000.0,220549000.0,13977000.0,1023000.0,10482000.0,,51720000.0,116207000.0,221572000.0,53645000.0,169852000.0,205100000.0,207003950.0,207324363.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 16:47:24+00:00,1.09,1.09,,409215000.0,1.09,10560000.0,,,284855000.0,284855000.0,,256686000.0,1089000.0,,55352000.0,22243000.0,1018880000.0,285546000.0,4405000.0,27080000.0,,,760673000.0,1023285000.0,262612000.0,1023285000.0,235500000.0,235767932.0,236208390.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q4,2015-10-01,2015-12-31,,0.3,0.3,,105739000.0,0.31,1379000.0,,,83111000.0,83111000.0,,76170000.0,171000.0,,12897000.0,5126000.0,262992000.0,65669000.0,677000.0,6770000.0,,,185684000.0,263669000.0,77985000.0,263669000.0,235500000.0,235767932.0,236208390.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q3,2015-07-01,2015-09-30,2016-10-26 16:31:10+00:00,0.26,0.26,,104338000.0,0.26,3864000.0,,,67813000.0,67813000.0,,60705000.0,338000.0,,13542000.0,6224000.0,257765000.0,75556000.0,1124000.0,6770000.0,,,197300000.0,258889000.0,61589000.0,258889000.0,233500000.0,236211706.0,236739942.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.79,0.79,,303476000.0,0.78,9181000.0,,,201744000.0,201744000.0,,180516000.0,918000.0,,42455000.0,17117000.0,755888000.0,219877000.0,3728000.0,20310000.0,,,574989000.0,759616000.0,184627000.0,759616000.0,233500000.0,236211706.0,236739942.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.11,1.11,,400013000.0,1.1,10630000.0,,-104432000.0,279823000.0,280120000.0,-297000.0,251534000.0,1208000.0,104432000.0,62852000.0,42112000.0,1002770000.0,400119000.0,4420000.0,27081000.0,,-104432000.0,873614000.0,1007190000.0,238008000.0,1111622000.0,233500000.0,236211706.0,236739942.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q2,2015-04-01,2015-06-30,2016-07-28 15:30:07+00:00,0.26,0.26,,101101000.0,0.25,3230000.0,,,66350000.0,66350000.0,,59317000.0,263000.0,,14937000.0,3675000.0,253038000.0,71917000.0,822000.0,6770000.0,,,191185000.0,253860000.0,62675000.0,253860000.0,228100000.0,232403586.0,232886185.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.53,0.53,,199138000.0,0.52,5317000.0,,,133931000.0,133931000.0,,119811000.0,580000.0,,28913000.0,10893000.0,498123000.0,144321000.0,2604000.0,13540000.0,,,377689000.0,500727000.0,123038000.0,500727000.0,228100000.0,232403586.0,232886185.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.11,1.11,,390935000.0,1.1,7261000.0,,-104432000.0,285637000.0,285934000.0,-297000.0,248770000.0,1214000.0,104432000.0,62080000.0,46863000.0,980112000.0,389099000.0,3902000.0,35653000.0,,-104432000.0,849375000.0,984014000.0,239071000.0,1088446000.0,228100000.0,232403586.0,232886185.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q1,2015-01-01,2015-03-31,2016-04-27 16:08:53+00:00,0.27,0.27,,98037000.0,0.27,2087000.0,,,67581000.0,67581000.0,,60494000.0,317000.0,,13976000.0,7218000.0,245085000.0,72404000.0,1782000.0,6770000.0,,,186504000.0,246867000.0,60363000.0,246867000.0,224100000.0,225346407.0,225825854.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.08,1.08,,382728000.0,1.08,4530000.0,,-51720000.0,281528000.0,281805000.0,-277000.0,240873000.0,1290000.0,51720000.0,57270000.0,45152000.0,955111000.0,329339000.0,3689000.0,39365000.0,,-51720000.0,773867000.0,958800000.0,236653000.0,1010520000.0,224100000.0,225346407.0,225825854.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,FY,2016-01-01,2016-12-31,2019-03-01 16:08:05+00:00,1.13,1.13,,449943000.0,1.13,20664000.0,3262000.0,219974000.0,316477000.0,316477000.0,,288491000.0,906000.0,-219974000.0,62865000.0,21979000.0,1103172000.0,51966000.0,,27080000.0,,219974000.0,585438000.0,1103172000.0,297760000.0,883198000.0,255300000.0,255066500.0,255624250.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q4,2016-10-01,2016-12-31,,0.34,0.34,,117751000.0,0.34,3709000.0,3262000.0,219974000.0,92723000.0,92723000.0,,85671000.0,282000.0,-219974000.0,17411000.0,6697000.0,289242000.0,-160290000.0,-1399000.0,6770000.0,,219974000.0,-21419000.0,287843000.0,89288000.0,67869000.0,255300000.0,255066500.0,255624250.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 16:07:00+00:00,0.27,0.27,,113917000.0,0.27,8763000.0,,,77202000.0,77202000.0,,70302000.0,130000.0,,15678000.0,4335000.0,276856000.0,65949000.0,318000.0,6770000.0,,,204307000.0,277174000.0,72867000.0,277174000.0,260400000.0,258085633.0,258673914.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.79,0.79,,332192000.0,0.79,16955000.0,,,223754000.0,223754000.0,,202820000.0,624000.0,,45454000.0,15282000.0,813930000.0,212256000.0,1399000.0,20310000.0,,,606857000.0,815329000.0,208472000.0,815329000.0,260400000.0,258085633.0,258673914.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.09,1.09,,437931000.0,1.1,18334000.0,,,306865000.0,306865000.0,,278990000.0,795000.0,,58351000.0,20408000.0,1076922000.0,277925000.0,2076000.0,27080000.0,,,792541000.0,1078998000.0,286457000.0,1078998000.0,260400000.0,258085633.0,258673914.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2016.0,Q2,2016-04-01,2016-06-30,2017-07-27 15:27:45+00:00,0.27,0.27,,110342000.0,0.27,6269000.0,,,76068000.0,76068000.0,,69045000.0,253000.0,,14671000.0,8658000.0,271168000.0,72347000.0,-129000.0,6770000.0,,,203629000.0,271039000.0,67410000.0,271039000.0,255700000.0,253375546.0,253973745.0
