company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 21:54:12+00:00,,0.0,70145000.0,,-14917000.0,196899000.0,654831000.0,,283803000.0,-295008000.0,156761000.0,,283803000.0,-295008000.0,156761000.0,145556000.0,92907000.0,92907000.0,,8626000.0,-1737000.0,9607000.0,-152890000.0,-304615000.0,,-413300000.0,,,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2010.0,Q2TTM,2009-07-01,2010-06-30,,,,90653000.0,,1528000.0,,588460000.0,,68382000.0,-333747000.0,230414000.0,,68382000.0,-333747000.0,230414000.0,-34951000.0,129736000.0,129736000.0,,8497000.0,-1669000.0,15183000.0,-203109000.0,-348930000.0,,-315300000.0,,,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2010.0,Q2,2010-04-01,2010-06-30,,,,23239000.0,,18876000.0,,525460000.0,,182199000.0,-256165000.0,73989000.0,,182199000.0,-256165000.0,73989000.0,23000.0,31049000.0,31049000.0,,825000.0,-87000.0,5765000.0,-50974000.0,-261930000.0,,-292200000.0,,,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-29 21:54:00+00:00,,,46280000.0,,-4846000.0,0.0,583860000.0,,165020000.0,-284690000.0,110516000.0,,165020000.0,-284690000.0,110516000.0,-9154000.0,61254000.0,61254000.0,,7828000.0,-1739000.0,5953000.0,-101801000.0,-290643000.0,,-315300000.0,,,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 17:27:49+00:00,,,23041000.0,,-23722000.0,0.0,58400000.0,,-17179000.0,-28525000.0,36527000.0,,-17179000.0,-28525000.0,36527000.0,-9177000.0,30205000.0,30205000.0,,7003000.0,-1652000.0,188000.0,-50827000.0,-28713000.0,,-23100000.0,,,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q4,2011-10-01,2011-12-31,,,5174000.0,29940000.0,,28829000.0,,234700000.0,,77277000.0,-178360000.0,86218000.0,13487000.0,77277000.0,-178360000.0,99705000.0,-1378000.0,41005000.0,41005000.0,,-18730000.0,-9000.0,2780000.0,-63432000.0,-188620000.0,-4172000.0,-93982000.0,,,11652000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 17:11:21+00:00,,5076000.0,116546000.0,,13722000.0,489236000.0,762800000.0,,622469000.0,-934863000.0,280707000.0,18245000.0,622469000.0,-934863000.0,298952000.0,-13442000.0,157032000.0,157032000.0,,-11669000.0,-2368000.0,-50000.0,-241656000.0,-954768000.0,-4172000.0,-385543000.0,,,24127000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q3TTM,2010-10-01,2011-09-30,,,-98000.0,111368000.0,,12465000.0,724928000.0,731600000.0,,722960000.0,-1158853000.0,281096000.0,4758000.0,722960000.0,-1158853000.0,285854000.0,-150039000.0,153904000.0,153904000.0,,3457000.0,-2329000.0,6981000.0,-232087000.0,-1178309000.0,,-499152000.0,,,12475000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q3,2011-07-01,2011-09-30,,,-98000.0,31502000.0,,-9913000.0,203631000.0,339500000.0,,239380000.0,-451787000.0,59975000.0,2304000.0,239380000.0,-451787000.0,62279000.0,-150128000.0,40780000.0,40780000.0,,-2296000.0,-23000.0,3169000.0,-60682000.0,-462384000.0,,-243046000.0,,,7428000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 17:30:46+00:00,,-98000.0,86606000.0,,-15107000.0,489236000.0,528100000.0,,545192000.0,-756503000.0,194489000.0,4758000.0,545192000.0,-756503000.0,199247000.0,-12064000.0,116027000.0,116027000.0,,7061000.0,-2359000.0,-2830000.0,-178224000.0,-766148000.0,,-291561000.0,,,12475000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q2TTM,2010-07-01,2011-06-30,,,,103731000.0,,12307000.0,718196000.0,463071000.0,,602363000.0,-717384000.0,267366000.0,2454000.0,602363000.0,-717384000.0,269820000.0,154799000.0,144777000.0,144777000.0,,6551000.0,-2304000.0,7466000.0,-222494000.0,-729897000.0,,-354106000.0,,,5047000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q2,2011-04-01,2011-06-30,,,,28496000.0,,25892000.0,72000.0,150000000.0,,79546000.0,-149024000.0,92988000.0,2454000.0,79546000.0,-149024000.0,95442000.0,25964000.0,39248000.0,39248000.0,,-648000.0,-255000.0,-950000.0,-60356000.0,-153121000.0,,-9915000.0,,,5047000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 17:23:11+00:00,,,55104000.0,,-5194000.0,285605000.0,188600000.0,,305812000.0,-304716000.0,134514000.0,2454000.0,305812000.0,-304716000.0,136968000.0,138064000.0,75247000.0,75247000.0,,9357000.0,-2336000.0,-5999000.0,-117542000.0,-303764000.0,,-48515000.0,,,5047000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q1TTM,2010-04-01,2011-03-31,,,,98474000.0,,5291000.0,718124000.0,838531000.0,,705016000.0,-824525000.0,248367000.0,,705016000.0,-824525000.0,248367000.0,128858000.0,136578000.0,136578000.0,,8024000.0,-2136000.0,14181000.0,-213112000.0,-838706000.0,,-636391000.0,,,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 20:53:10+00:00,0.0,0.0,26608000.0,,-31086000.0,285533000.0,38600000.0,0.0,226266000.0,-155692000.0,41526000.0,,226266000.0,-155692000.0,41526000.0,112100000.0,35999000.0,35999000.0,,10005000.0,-2081000.0,-5049000.0,-57186000.0,-150643000.0,,-38600000.0,,0.0,
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q4,2012-10-01,2012-12-31,,,1703000.0,41495000.0,,33769000.0,,966000000.0,,267312000.0,-382799000.0,113881000.0,4060000.0,267312000.0,-382799000.0,117941000.0,2454000.0,39023000.0,39023000.0,,-2109000.0,-108000.0,2948000.0,-71112000.0,-399974000.0,-2053000.0,-627468000.0,,,16280000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,FY,2012-01-01,2012-12-31,2014-02-14 17:11:21+00:00,,6184000.0,147323000.0,,8758000.0,,1874000000.0,395377000.0,682988000.0,-1008374000.0,312425000.0,14044000.0,682988000.0,-1008374000.0,326469000.0,1083000.0,159152000.0,159152000.0,,-8992000.0,-3147000.0,-1805000.0,-273634000.0,-1050601000.0,-6554000.0,-1182108000.0,,-127500000.0,50586000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q3TTM,2011-10-01,2012-09-30,,,9655000.0,135768000.0,,3818000.0,,1142700000.0,395377000.0,492953000.0,-803935000.0,284762000.0,23471000.0,492953000.0,-803935000.0,308233000.0,-2749000.0,161134000.0,161134000.0,,-25613000.0,-3048000.0,-1973000.0,-265954000.0,-839247000.0,-8673000.0,-648622000.0,,-127500000.0,45958000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q3,2012-07-01,2012-09-30,,,4649000.0,36735000.0,,-26172000.0,,530600000.0,,356056000.0,-411921000.0,48100000.0,4495000.0,356056000.0,-411921000.0,52595000.0,-3270000.0,37458000.0,37458000.0,,-4570000.0,-76000.0,1696000.0,-69038000.0,-427278000.0,-2096000.0,-105430000.0,,,15757000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-31 17:29:30+00:00,,4481000.0,105828000.0,,-25011000.0,,908000000.0,395377000.0,415676000.0,-625575000.0,198544000.0,9984000.0,415676000.0,-625575000.0,208528000.0,-1371000.0,120129000.0,120129000.0,,-6883000.0,-3039000.0,-4753000.0,-202522000.0,-650627000.0,-4501000.0,-554640000.0,,-127500000.0,34306000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q2TTM,2011-07-01,2012-06-30,,,4908000.0,130535000.0,,20077000.0,203631000.0,951600000.0,395377000.0,376277000.0,-843801000.0,296637000.0,21280000.0,376277000.0,-843801000.0,317917000.0,-149607000.0,164456000.0,164456000.0,,-23339000.0,-2995000.0,-500000.0,-257598000.0,-874353000.0,-6577000.0,-786238000.0,,-127500000.0,37629000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q2,2012-04-01,2012-06-30,,,-71000.0,34515000.0,,27670000.0,,255400000.0,34436000.0,99629000.0,-204366000.0,102469000.0,3138000.0,99629000.0,-204366000.0,105607000.0,870000.0,43408000.0,43408000.0,,-3053000.0,-384000.0,-4210000.0,-67819000.0,-213800000.0,-1346000.0,-122004000.0,,,14990000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-25 17:24:45+00:00,,-168000.0,69093000.0,,1161000.0,,377400000.0,395377000.0,59620000.0,-213654000.0,150444000.0,5489000.0,59620000.0,-213654000.0,155933000.0,1899000.0,82671000.0,82671000.0,,-2313000.0,-2963000.0,-6449000.0,-133484000.0,-223349000.0,-2405000.0,-449210000.0,,-127500000.0,18549000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q1TTM,2011-04-01,2012-03-31,,,4979000.0,124516000.0,,18299000.0,203703000.0,846200000.0,360941000.0,356194000.0,-788459000.0,287156000.0,20596000.0,356194000.0,-788459000.0,307752000.0,-124513000.0,160296000.0,160296000.0,,-20934000.0,-2866000.0,2760000.0,-250135000.0,-813674000.0,-5231000.0,-674149000.0,,-127500000.0,27686000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 17:09:43+00:00,,-97000.0,34578000.0,,-26509000.0,,122000000.0,360941000.0,-40009000.0,-9288000.0,47975000.0,2351000.0,-40009000.0,-9288000.0,50326000.0,1029000.0,39263000.0,39263000.0,,740000.0,-2579000.0,-2239000.0,-65665000.0,-9549000.0,-1059000.0,-327206000.0,,-127500000.0,3559000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 16:55:53+00:00,,-117000.0,306769000.0,,16998000.0,1133574000.0,3444700000.0,,818114000.0,-1332011000.0,518906000.0,,818114000.0,-1332011000.0,518906000.0,5009000.0,246283000.0,246283000.0,,-51027000.0,-13422000.0,-10158000.0,-396562000.0,-1440139000.0,-8507000.0,-3350176000.0,,,126793000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q4,2013-10-01,2013-12-31,,,160000.0,85293000.0,,38821000.0,378489000.0,528400000.0,,-52336000.0,-120606000.0,178048000.0,-4809000.0,-52336000.0,-120606000.0,173239000.0,297000.0,64633000.0,64633000.0,,-10859000.0,-2866000.0,-2814000.0,-69647000.0,-143204000.0,-2605000.0,-886712000.0,,,28017000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q3TTM,2012-10-01,2013-09-30,,,1426000.0,262971000.0,,11946000.0,755085000.0,3882300000.0,,1137762000.0,-1594204000.0,454739000.0,8869000.0,1137762000.0,-1594204000.0,463608000.0,7166000.0,220673000.0,220673000.0,,-42277000.0,-10664000.0,-4396000.0,-398027000.0,-1696909000.0,-7955000.0,-3090932000.0,,,115056000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q3,2013-07-01,2013-09-30,,,-133000.0,80821000.0,,-8199000.0,-51000.0,1313100000.0,,375197000.0,-512046000.0,123361000.0,873000.0,375197000.0,-512046000.0,124234000.0,-12615000.0,51907000.0,7475000.0,-44432000.0,43397000.0,-4074000.0,-69237000.0,-115906000.0,-538977000.0,-2608000.0,-817872000.0,,,98776000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-30 17:23:36+00:00,,-277000.0,221476000.0,,-21823000.0,755085000.0,2916300000.0,,870450000.0,-1211405000.0,340858000.0,4809000.0,870450000.0,-1211405000.0,345667000.0,4712000.0,181650000.0,181650000.0,,-40168000.0,-10556000.0,-7344000.0,-326915000.0,-1296935000.0,-5902000.0,-2463464000.0,,,98776000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q2TTM,2012-07-01,2013-06-30,,,6208000.0,218885000.0,,-6027000.0,755136000.0,3099800000.0,,1118621000.0,-1494079000.0,379478000.0,12491000.0,1118621000.0,-1494079000.0,391969000.0,16511000.0,206224000.0,250656000.0,44432000.0,-90244000.0,-6666000.0,66537000.0,-351159000.0,-1585210000.0,-7443000.0,-2378490000.0,,,32037000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q2,2013-04-01,2013-06-30,,,-336000.0,73906000.0,,35137000.0,-359000.0,750600000.0,,463406000.0,-610149000.0,163515000.0,1644000.0,463406000.0,-610149000.0,165159000.0,18416000.0,56517000.0,100949000.0,44432000.0,-46141000.0,-2316000.0,99246000.0,-116246000.0,-648320000.0,-1616000.0,-168273000.0,,,-59459000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q1TTM,2012-04-01,2013-03-31,,,6473000.0,179494000.0,,-13494000.0,755495000.0,2604600000.0,34436000.0,754844000.0,-1088296000.0,318432000.0,13985000.0,754844000.0,-1088296000.0,332417000.0,-1035000.0,193115000.0,193115000.0,,-47156000.0,-4734000.0,-36919000.0,-302732000.0,-1150690000.0,-7173000.0,-2332221000.0,,,106486000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 17:21:01+00:00,,192000.0,66749000.0,,-48761000.0,755495000.0,852600000.0,,31847000.0,-89210000.0,53982000.0,2292000.0,31847000.0,-89210000.0,56274000.0,-1089000.0,73226000.0,73226000.0,,-37424000.0,-4166000.0,-37353000.0,-94763000.0,-109638000.0,-1678000.0,-1477319000.0,,,59459000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:13:19+00:00,,-4556000.0,374661000.0,,17066000.0,528615000.0,2270915000.0,,540762000.0,-1174859000.0,627692000.0,,540762000.0,-1174859000.0,627692000.0,-6405000.0,271940000.0,271940000.0,,-31419000.0,-9796000.0,-36540000.0,-360938000.0,-1228243000.0,-6032000.0,-1668034000.0,,-220000000.0,95956000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q4,2014-10-01,2014-12-31,,,-1740000.0,96537000.0,,35506000.0,,313200000.0,,-80193000.0,-120502000.0,187611000.0,,-80193000.0,-120502000.0,187611000.0,-13084000.0,78077000.0,78077000.0,,-20769000.0,-2762000.0,-9200000.0,-27946000.0,-151852000.0,-1494000.0,-142685000.0,,-220000000.0,42044000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q3TTM,2013-10-01,2014-09-30,,,-2656000.0,363417000.0,,20381000.0,907104000.0,2486115000.0,,568619000.0,-1174963000.0,618129000.0,-4809000.0,568619000.0,-1174963000.0,613320000.0,6976000.0,258496000.0,258496000.0,,-21509000.0,-9900000.0,-30154000.0,-402639000.0,-1219595000.0,-7143000.0,-2412061000.0,,,81929000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q3,2014-07-01,2014-09-30,,,-2689000.0,95260000.0,,-15342000.0,-12000.0,553748000.0,,33734000.0,-166311000.0,141305000.0,,33734000.0,-167011000.0,141305000.0,8028000.0,73628000.0,73628000.0,,-9552000.0,-459000.0,-22060000.0,-130659000.0,-176636000.0,-1804000.0,-388884000.0,,,34189000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-29 15:33:31+00:00,,-2816000.0,278124000.0,,-18440000.0,528615000.0,1957715000.0,,620955000.0,-1054357000.0,440081000.0,,620955000.0,-1054357000.0,440081000.0,6679000.0,193863000.0,193863000.0,,-10650000.0,-7034000.0,-27340000.0,-332992000.0,-1076391000.0,-4538000.0,-1525349000.0,,,53912000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q2TTM,2013-07-01,2014-06-30,,,-100000.0,348978000.0,,27524000.0,907065000.0,3245467000.0,,910082000.0,-1520698000.0,600185000.0,-3936000.0,910082000.0,-1519998000.0,596249000.0,-13667000.0,236775000.0,192343000.0,-44432000.0,31440000.0,-13515000.0,-77331000.0,-387886000.0,-1581936000.0,-7947000.0,-2841049000.0,,,146516000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q2,2014-04-01,2014-06-30,,,-327000.0,92894000.0,,30249000.0,528627000.0,671167000.0,,104413000.0,-294927000.0,184580000.0,,104413000.0,-294227000.0,184580000.0,-5234000.0,62242000.0,62242000.0,,-478000.0,-1316000.0,-4820000.0,-80097000.0,-295775000.0,-1365000.0,-1013968000.0,,,7033000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-30 15:49:16+00:00,,-127000.0,182864000.0,,-3098000.0,528627000.0,1403967000.0,,587221000.0,-888046000.0,298776000.0,,587221000.0,-887346000.0,298776000.0,-1349000.0,120235000.0,120235000.0,,-1098000.0,-6575000.0,-5280000.0,-202333000.0,-899755000.0,-2734000.0,-1136465000.0,,,19723000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q1TTM,2013-04-01,2014-03-31,,,-109000.0,329990000.0,,32412000.0,378079000.0,3324900000.0,,1269075000.0,-1835920000.0,579120000.0,-2292000.0,1269075000.0,-1835920000.0,576828000.0,9983000.0,231050000.0,231050000.0,,-14223000.0,-14515000.0,26735000.0,-424035000.0,-1934481000.0,-8198000.0,-1995354000.0,,,80024000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2014.0,Q1,2014-01-01,2014-03-31,2015-04-30 15:22:14+00:00,,200000.0,89970000.0,,-33347000.0,,732800000.0,,482808000.0,-593119000.0,114196000.0,,482808000.0,-593119000.0,114196000.0,3885000.0,57993000.0,57993000.0,,-620000.0,-5259000.0,-460000.0,-122236000.0,-603980000.0,-1369000.0,-122497000.0,,,12690000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 16:47:24+00:00,,1562000.0,409215000.0,,4791000.0,793559000.0,1698000000.0,,523194000.0,-1212609000.0,693567000.0,,523194000.0,-1212609000.0,693567000.0,4152000.0,284855000.0,284855000.0,,-6856000.0,28965000.0,,-198968000.0,-1266885000.0,-11541000.0,-1791612000.0,,-6750000.0,65817000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q4,2015-10-01,2015-12-31,,,364000.0,105739000.0,,38600000.0,517129000.0,389000000.0,,-2337000.0,-217352000.0,220619000.0,,-2337000.0,-217352000.0,220619000.0,930000.0,83111000.0,83111000.0,,-7195000.0,34528000.0,-20517000.0,-145565000.0,-205014000.0,-5680000.0,-797429000.0,,,13859000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-26 16:31:10+00:00,,1198000.0,303476000.0,,-33809000.0,276430000.0,1309000000.0,,525531000.0,-995257000.0,472948000.0,,525531000.0,-995257000.0,472948000.0,3222000.0,201744000.0,201744000.0,,339000.0,-5563000.0,20517000.0,-53403000.0,-1061871000.0,-5861000.0,-994183000.0,,-6750000.0,51958000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q3TTM,2014-10-01,2015-09-30,,,-542000.0,400013000.0,,1697000.0,276430000.0,1622200000.0,,445338000.0,-1115759000.0,660559000.0,,445338000.0,-1115759000.0,660559000.0,-9862000.0,279821000.0,279821000.0,,-20430000.0,-8325000.0,11317000.0,-81349000.0,-1213723000.0,-7355000.0,-1136868000.0,,-226750000.0,94002000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q3,2015-07-01,2015-09-30,,,-1487000.0,104338000.0,,-22960000.0,,102000000.0,,-42891000.0,-120014000.0,151238000.0,,-42891000.0,-120014000.0,151238000.0,-11667000.0,67813000.0,67813000.0,,3534000.0,-1432000.0,-796000.0,11229000.0,-137330000.0,-3391000.0,-154688000.0,,,21503000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-28 15:30:07+00:00,,2685000.0,199138000.0,,-10849000.0,276430000.0,1207000000.0,,568422000.0,-875243000.0,321710000.0,,568422000.0,-875243000.0,321710000.0,14889000.0,133931000.0,133931000.0,,-3195000.0,-4131000.0,21313000.0,-64632000.0,-924541000.0,-2470000.0,-839495000.0,,-6750000.0,30455000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q2TTM,2014-07-01,2015-06-30,,,-1744000.0,390935000.0,,9315000.0,276418000.0,2073948000.0,,521963000.0,-1162056000.0,650626000.0,,521963000.0,-1162756000.0,650626000.0,9833000.0,285636000.0,285636000.0,,-33516000.0,-7352000.0,-9947000.0,-223237000.0,-1253029000.0,-5768000.0,-1371064000.0,,-226750000.0,106688000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q2,2015-04-01,2015-06-30,,,2419000.0,101101000.0,,33213000.0,276430000.0,925000000.0,,514167000.0,-711474000.0,203858000.0,,514167000.0,-711474000.0,203858000.0,6551000.0,66350000.0,66350000.0,,775000.0,-1150000.0,3230000.0,-32914000.0,-721760000.0,-1125000.0,-653199000.0,,,8181000.0
Realty Income Corp,O,549300CUWDAUZSH43859,726728,2015.0,Q1,2015-01-01,2015-03-31,2016-04-27 16:08:53+00:00,,266000.0,98037000.0,,-44062000.0,,282000000.0,,54255000.0,-163769000.0,117852000.0,,54255000.0,-163769000.0,117852000.0,8338000.0,67581000.0,67581000.0,,-3970000.0,-2981000.0,18083000.0,-31718000.0,-202781000.0,-1345000.0,-186296000.0,,-6750000.0,22274000.0
