company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2017.0,Q1TTM,2016-04-02,2017-03-31,,,,196000000.0,48000000.0,,-113000000.0,24000000.0,690000000.0,-798000000.0,22000000.0,392000000.0,-798000000.0,22000000.0,392000000.0,-384000000.0,267000000.0,267000000.0,,42000000.0,,2000000.0,,-1162000000.0,,-32000000.0,-329000000.0,-21000000.0,4000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,FY,2017-12-30,2018-12-28,2020-02-18 14:36:02+00:00,-81000000.0,10000000.0,257000000.0,0.0,,10000000.0,452000000.0,59000000.0,729000000.0,-114000000.0,914000000.0,729000000.0,-114000000.0,914000000.0,1529000000.0,582000000.0,582000000.0,,55000000.0,37000000.0,0.0,,198000000.0,,-73000000.0,-17000000.0,,40000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q4,2018-09-29,2018-12-28,,,10000000.0,64000000.0,,,-10000000.0,439000000.0,59000000.0,1146000000.0,-20000000.0,250000000.0,1146000000.0,-20000000.0,250000000.0,1376000000.0,188000000.0,188000000.0,,-2000000.0,68000000.0,,,349000000.0,,-20000000.0,49000000.0,182000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q3YTD,2017-12-30,2018-09-28,2019-10-29 14:15:35+00:00,-81000000.0,,193000000.0,0.0,,20000000.0,13000000.0,,-417000000.0,-94000000.0,664000000.0,-417000000.0,-94000000.0,664000000.0,153000000.0,394000000.0,394000000.0,,57000000.0,-31000000.0,0.0,,-151000000.0,,-53000000.0,-66000000.0,-182000000.0,40000000.0,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q3TTM,2017-09-30,2018-09-28,,-81000000.0,14000000.0,275000000.0,,,396000000.0,47000000.0,209000000.0,394000000.0,-132000000.0,1272000000.0,394000000.0,-132000000.0,1272000000.0,1534000000.0,507000000.0,507000000.0,,80000000.0,-31000000.0,,,197000000.0,,-92000000.0,128000000.0,-156000000.0,40000000.0,1000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q3,2018-06-30,2018-09-28,,,,64000000.0,,,143000000.0,5000000.0,,-134000000.0,15000000.0,371000000.0,-134000000.0,15000000.0,371000000.0,252000000.0,147000000.0,147000000.0,,17000000.0,-8000000.0,,,-48000000.0,,-25000000.0,-17000000.0,-66000000.0,40000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q2YTD,2017-12-30,2018-06-29,2019-07-30 13:01:32+00:00,-81000000.0,,129000000.0,0.0,,-123000000.0,8000000.0,,-283000000.0,-109000000.0,293000000.0,-283000000.0,-109000000.0,293000000.0,-99000000.0,247000000.0,247000000.0,,40000000.0,-23000000.0,,,-103000000.0,,-28000000.0,-49000000.0,-116000000.0,,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q2TTM,2017-07-01,2018-06-29,,-81000000.0,14000000.0,303000000.0,,,331000000.0,45000000.0,209000000.0,354000000.0,-166000000.0,1168000000.0,354000000.0,-166000000.0,1168000000.0,1356000000.0,439000000.0,439000000.0,,81000000.0,-23000000.0,-2000000.0,,197000000.0,,-86000000.0,17000000.0,-91000000.0,2000000.0,1000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q2,2018-03-31,2018-06-29,,,,66000000.0,,,45000000.0,4000000.0,,-192000000.0,-13000000.0,271000000.0,-192000000.0,-13000000.0,271000000.0,66000000.0,145000000.0,145000000.0,,15000000.0,-23000000.0,,,-51000000.0,,-13000000.0,-28000000.0,-94000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q1,2017-12-30,2018-03-30,2019-04-30 14:14:59+00:00,-81000000.0,,63000000.0,0.0,,-168000000.0,4000000.0,,-91000000.0,-96000000.0,22000000.0,-91000000.0,-96000000.0,22000000.0,-165000000.0,102000000.0,102000000.0,,25000000.0,,,,-52000000.0,,-15000000.0,-21000000.0,-22000000.0,,0.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2018.0,Q1TTM,2017-04-01,2018-03-30,,-81000000.0,14000000.0,317000000.0,,,239000000.0,47000000.0,209000000.0,434000000.0,-162000000.0,1063000000.0,434000000.0,-162000000.0,1063000000.0,1335000000.0,392000000.0,392000000.0,,101000000.0,,-2000000.0,,196000000.0,,-89000000.0,-2000000.0,-16000000.0,2000000.0,8000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q4,2019-09-28,2020-01-03,,,11000000.0,60000000.0,-5000000.0,,-124000000.0,469000000.0,80000000.0,1328000000.0,-54000000.0,295000000.0,1328000000.0,-54000000.0,295000000.0,1569000000.0,181000000.0,181000000.0,,167000000.0,,,,299000000.0,,-54000000.0,50000000.0,430000000.0,5000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,FY,2018-12-29,2020-01-03,2020-02-18 14:36:02+00:00,-94000000.0,11000000.0,234000000.0,178000000.0,,63000000.0,485000000.0,80000000.0,763000000.0,65000000.0,1118000000.0,763000000.0,65000000.0,1118000000.0,1946000000.0,670000000.0,670000000.0,,140000000.0,0.0,1000000.0,,198000000.0,,-121000000.0,,,5000000.0,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q3TTM,2018-09-29,2019-09-27,,-94000000.0,10000000.0,238000000.0,183000000.0,,177000000.0,455000000.0,59000000.0,581000000.0,99000000.0,1073000000.0,581000000.0,99000000.0,1073000000.0,1753000000.0,677000000.0,677000000.0,,-29000000.0,68000000.0,1000000.0,,248000000.0,,-87000000.0,-1000000.0,-248000000.0,,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q3,2019-06-29,2019-09-27,,-94000000.0,,59000000.0,12000000.0,,96000000.0,1000000.0,,-204000000.0,-102000000.0,349000000.0,-204000000.0,-102000000.0,349000000.0,43000000.0,162000000.0,162000000.0,,32000000.0,,1000000.0,,,,-21000000.0,-2000000.0,-203000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q3YTD,2018-12-29,2019-09-27,2019-10-29 14:15:35+00:00,-94000000.0,,174000000.0,183000000.0,,187000000.0,16000000.0,,-565000000.0,119000000.0,823000000.0,-565000000.0,119000000.0,823000000.0,377000000.0,489000000.0,489000000.0,,-27000000.0,0.0,1000000.0,,-101000000.0,,-67000000.0,-50000000.0,-430000000.0,0.0,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q2TTM,2018-06-30,2019-06-28,,,10000000.0,243000000.0,171000000.0,,224000000.0,459000000.0,59000000.0,651000000.0,216000000.0,1095000000.0,651000000.0,216000000.0,1095000000.0,1962000000.0,662000000.0,662000000.0,,-44000000.0,60000000.0,,,200000000.0,,-91000000.0,-16000000.0,-111000000.0,40000000.0,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q2,2019-03-30,2019-06-28,,,,57000000.0,,,191000000.0,5000000.0,,-64000000.0,-16000000.0,186000000.0,-64000000.0,-16000000.0,186000000.0,106000000.0,138000000.0,138000000.0,,-200000000.0,,,,-47000000.0,,-16000000.0,-17000000.0,-5000000.0,,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q2YTD,2018-12-29,2019-06-28,2019-07-30 13:01:32+00:00,0.0,,115000000.0,171000000.0,,91000000.0,15000000.0,,-361000000.0,221000000.0,474000000.0,-361000000.0,221000000.0,474000000.0,334000000.0,327000000.0,327000000.0,,-59000000.0,0.0,,,-101000000.0,,-46000000.0,-48000000.0,-227000000.0,,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q1,2018-12-29,2019-03-29,2020-05-05 13:29:52+00:00,0.0,,58000000.0,171000000.0,,-100000000.0,10000000.0,0.0,-297000000.0,237000000.0,288000000.0,-297000000.0,237000000.0,288000000.0,228000000.0,189000000.0,189000000.0,,141000000.0,,0.0,,-54000000.0,,-30000000.0,-31000000.0,-222000000.0,,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2019.0,Q1TTM,2018-03-31,2019-03-29,,,10000000.0,252000000.0,171000000.0,,78000000.0,458000000.0,59000000.0,523000000.0,219000000.0,1180000000.0,523000000.0,219000000.0,1180000000.0,1922000000.0,669000000.0,669000000.0,,171000000.0,37000000.0,,,196000000.0,,-88000000.0,-27000000.0,-200000000.0,40000000.0,96000000.0
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2020.0,Q1TTM,2019-03-30,2020-04-03,,-1736000000.0,11000000.0,237000000.0,7000000.0,,291000000.0,483000000.0,3255000000.0,2221000000.0,-1857000000.0,1202000000.0,2221000000.0,-1857000000.0,1202000000.0,1566000000.0,596000000.0,596000000.0,,67000000.0,,2000000.0,,201000000.0,,-135000000.0,-1908000000.0,190000000.0,5000000.0,
Leidos Holdings Inc,LDOS,549300IUTGTP6EJP8124,1336920,2020.0,Q1,2020-01-04,2020-04-03,2020-05-05 13:29:52+00:00,-1642000000.0,,61000000.0,0.0,,128000000.0,8000000.0,3175000000.0,1161000000.0,-1685000000.0,372000000.0,1161000000.0,-1685000000.0,372000000.0,-152000000.0,115000000.0,115000000.0,,68000000.0,,1000000.0,,-51000000.0,,-44000000.0,-1939000000.0,-32000000.0,,0.0
