company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q4,2010-10-01,2010-12-31,,1.28,1.28,0.69,1.28,238000000.0,651000000.0,651000000.0,624000000.0,27000000.0,1628000000.0,3978000000.0,69000000.0,1376000000.0,1628000000.0,2350000000.0,16000000.0,1445000000.0,905000000.0,-16000000.0,889000000.0,3978000000.0,487800000.0,487800000.0,487800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 15:51:04+00:00,4.45,4.45,,4.31,1117000000.0,2313000000.0,2313000000.0,2203000000.0,110000000.0,6360000000.0,15564000000.0,301000000.0,5414000000.0,6360000000.0,9204000000.0,59000000.0,5715000000.0,3489000000.0,-59000000.0,3430000000.0,15564000000.0,487800000.0,487800000.0,487800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q3YTD,2010-01-01,2010-09-30,,3.25,3.25,1.65,3.25,879000000.0,1662000000.0,1662000000.0,1579000000.0,83000000.0,4732000000.0,11586000000.0,232000000.0,4038000000.0,4732000000.0,6854000000.0,43000000.0,4270000000.0,2584000000.0,-43000000.0,2541000000.0,11586000000.0,486000000.0,486000000.0,511600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q3TTM,2009-10-01,2010-09-30,,4.55,4.55,2.23,4.55,1196000000.0,2318000000.0,2318000000.0,2210000000.0,108000000.0,6386000000.0,15667000000.0,271000000.0,5435000000.0,6386000000.0,9281000000.0,61000000.0,5706000000.0,3575000000.0,-61000000.0,3514000000.0,15667000000.0,486000000.0,486000000.0,511600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 13:25:39+00:00,1.26,1.26,0.53,1.21,300000000.0,645000000.0,645000000.0,619000000.0,26000000.0,1599000000.0,3943000000.0,-5000000.0,1391000000.0,1599000000.0,2344000000.0,13000000.0,1386000000.0,958000000.0,-13000000.0,945000000.0,3943000000.0,486000000.0,486000000.0,511600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.96,1.96,1.06,1.96,579000000.0,1017000000.0,1017000000.0,960000000.0,57000000.0,3133000000.0,7643000000.0,237000000.0,2647000000.0,3133000000.0,4510000000.0,30000000.0,2884000000.0,1626000000.0,-30000000.0,1596000000.0,7643000000.0,490100000.0,490100000.0,490100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q2TTM,2009-07-01,2010-06-30,,4.45,4.45,2.14,4.45,1188000000.0,2290000000.0,2290000000.0,2181000000.0,109000000.0,6418000000.0,15722000000.0,314000000.0,5447000000.0,6418000000.0,9304000000.0,65000000.0,5761000000.0,3543000000.0,-65000000.0,3478000000.0,15722000000.0,490100000.0,490100000.0,490100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 14:54:51+00:00,1.21,1.21,0.0,1.17,304000000.0,630000000.0,630000000.0,603000000.0,27000000.0,1572000000.0,3814000000.0,2000000.0,1292000000.0,1572000000.0,2242000000.0,14000000.0,1294000000.0,948000000.0,-14000000.0,934000000.0,3814000000.0,490100000.0,490100000.0,490100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q1TTM,2009-04-01,2010-03-31,,4.24,4.24,0.13,4.09,1162000000.0,2248000000.0,2248000000.0,2140000000.0,108000000.0,6390000000.0,15653000000.0,330000000.0,5451000000.0,6390000000.0,9263000000.0,72000000.0,5781000000.0,3482000000.0,-72000000.0,3410000000.0,15653000000.0,493700000.0,493700000.0,493700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 15:16:17+00:00,0.71,0.71,0.97,0.69,275000000.0,387000000.0,387000000.0,357000000.0,30000000.0,1561000000.0,3829000000.0,235000000.0,1355000000.0,1561000000.0,2268000000.0,16000000.0,1590000000.0,678000000.0,-16000000.0,662000000.0,3829000000.0,493700000.0,493700000.0,493700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q4,2011-10-01,2011-12-31,,0.6,0.6,0.36,0.6,283000000.0,625000000.0,625000000.0,590000000.0,35000000.0,1779000000.0,4172000000.0,26000000.0,1444000000.0,1779000000.0,2393000000.0,15000000.0,1470000000.0,923000000.0,-15000000.0,908000000.0,4172000000.0,976700000.0,976700000.0,976700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 16:21:46+00:00,2.49,2.49,,2.47,1235000000.0,2554000000.0,2554000000.0,2431000000.0,123000000.0,7144000000.0,16734000000.0,-9000000.0,5758000000.0,7144000000.0,9590000000.0,52000000.0,5749000000.0,3841000000.0,-52000000.0,3789000000.0,16734000000.0,976700000.0,976700000.0,976700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.78,3.78,1.75,3.78,952000000.0,1929000000.0,1929000000.0,1841000000.0,88000000.0,5365000000.0,12562000000.0,-35000000.0,4314000000.0,5365000000.0,7197000000.0,37000000.0,4279000000.0,2918000000.0,-37000000.0,2881000000.0,12562000000.0,486700000.0,486700000.0,486700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q3TTM,2010-10-01,2011-09-30,,5.06,5.06,2.44,5.06,1190000000.0,2580000000.0,2580000000.0,2465000000.0,115000000.0,6993000000.0,16540000000.0,34000000.0,5690000000.0,6993000000.0,9547000000.0,53000000.0,5724000000.0,3823000000.0,-53000000.0,3770000000.0,16540000000.0,486700000.0,486700000.0,486700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 13:53:30+00:00,1.32,1.32,0.58,1.31,349000000.0,676000000.0,676000000.0,643000000.0,33000000.0,1921000000.0,4383000000.0,-62000000.0,1489000000.0,1921000000.0,2462000000.0,10000000.0,1427000000.0,1035000000.0,-10000000.0,1025000000.0,4383000000.0,486700000.0,486700000.0,486700000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.45,2.45,1.16,2.45,603000000.0,1253000000.0,1253000000.0,1198000000.0,55000000.0,3444000000.0,8179000000.0,27000000.0,2825000000.0,3444000000.0,4735000000.0,27000000.0,2852000000.0,1883000000.0,-27000000.0,1856000000.0,8179000000.0,489500000.0,489500000.0,489500000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.99,4.99,2.43,4.99,1141000000.0,2549000000.0,2549000000.0,2441000000.0,108000000.0,6671000000.0,16100000000.0,91000000.0,5592000000.0,6671000000.0,9429000000.0,56000000.0,5683000000.0,3746000000.0,-56000000.0,3690000000.0,16100000000.0,489500000.0,489500000.0,489500000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q2,2011-04-01,2011-06-30,2012-07-26 14:01:25+00:00,1.27,1.27,0.0,1.26,311000000.0,646000000.0,646000000.0,622000000.0,24000000.0,1781000000.0,4185000000.0,15000000.0,1421000000.0,1781000000.0,2404000000.0,11000000.0,1436000000.0,968000000.0,-11000000.0,957000000.0,4185000000.0,489500000.0,489500000.0,489500000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q1TTM,2010-04-01,2011-03-31,,4.91,4.91,2.39,4.91,1134000000.0,2533000000.0,2533000000.0,2422000000.0,111000000.0,6462000000.0,15729000000.0,78000000.0,5463000000.0,6462000000.0,9267000000.0,59000000.0,5541000000.0,3726000000.0,-59000000.0,3667000000.0,15729000000.0,493400000.0,493400000.0,493400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 13:24:09+00:00,1.17,1.17,1.11,1.16,292000000.0,607000000.0,607000000.0,576000000.0,31000000.0,1663000000.0,3994000000.0,12000000.0,1404000000.0,1663000000.0,2331000000.0,16000000.0,1416000000.0,915000000.0,-16000000.0,899000000.0,3994000000.0,493400000.0,493400000.0,493400000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,FY,2012-01-01,2012-12-31,2015-02-19 14:54:41+00:00,2.6,2.6,,2.57,1243000000.0,2631000000.0,2631000000.0,2472000000.0,159000000.0,7153000000.0,17085000000.0,113000000.0,5930000000.0,7153000000.0,9932000000.0,15000000.0,6043000000.0,3889000000.0,-15000000.0,3874000000.0,17085000000.0,952100000.0,952100000.0,952100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q4,2012-10-01,2012-12-31,,0.63,0.63,0.34,0.63,311000000.0,636000000.0,636000000.0,598000000.0,38000000.0,1781000000.0,4286000000.0,76000000.0,1487000000.0,1781000000.0,2505000000.0,-5000000.0,1563000000.0,942000000.0,5000000.0,947000000.0,4286000000.0,952100000.0,952100000.0,952100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.97,1.97,1.0,1.97,932000000.0,1995000000.0,1995000000.0,1874000000.0,121000000.0,5372000000.0,12799000000.0,37000000.0,4443000000.0,5372000000.0,7427000000.0,20000000.0,4480000000.0,2947000000.0,-20000000.0,2927000000.0,12799000000.0,949800000.0,949800000.0,949800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.59,2.59,1.37,2.59,1215000000.0,2620000000.0,2620000000.0,2464000000.0,156000000.0,7151000000.0,16971000000.0,63000000.0,5887000000.0,7151000000.0,9820000000.0,35000000.0,5950000000.0,3870000000.0,-35000000.0,3835000000.0,16971000000.0,949800000.0,949800000.0,949800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q3,2012-07-01,2012-09-30,2013-10-24 09:12:11+00:00,0.69,0.69,0.31,0.68,326000000.0,697000000.0,697000000.0,654000000.0,43000000.0,1803000000.0,4332000000.0,1000000.0,1501000000.0,1803000000.0,2529000000.0,4000000.0,1502000000.0,1027000000.0,-4000000.0,1023000000.0,4332000000.0,949800000.0,949800000.0,949800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.28,1.28,0.62,1.28,606000000.0,1298000000.0,1298000000.0,1220000000.0,78000000.0,3569000000.0,8467000000.0,36000000.0,2942000000.0,3569000000.0,4898000000.0,16000000.0,2978000000.0,1920000000.0,-16000000.0,1904000000.0,8467000000.0,954600000.0,954600000.0,954600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q2TTM,2011-07-01,2012-06-30,,2.57,2.57,1.29,2.57,1238000000.0,2599000000.0,2599000000.0,2453000000.0,146000000.0,7269000000.0,17022000000.0,,5875000000.0,7269000000.0,9753000000.0,41000000.0,5875000000.0,3878000000.0,-41000000.0,3837000000.0,17022000000.0,954600000.0,954600000.0,954600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q2,2012-04-01,2012-06-30,2013-07-25 09:00:24+00:00,0.66,0.66,0.0,0.65,311000000.0,665000000.0,665000000.0,627000000.0,38000000.0,1806000000.0,4267000000.0,15000000.0,1464000000.0,1806000000.0,2461000000.0,6000000.0,1479000000.0,982000000.0,-6000000.0,976000000.0,4267000000.0,954600000.0,954600000.0,954600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q1TTM,2011-04-01,2012-03-31,,5.1,5.1,2.54,5.1,1238000000.0,2580000000.0,2580000000.0,2448000000.0,132000000.0,7244000000.0,16940000000.0,,5832000000.0,7244000000.0,9696000000.0,46000000.0,5832000000.0,3864000000.0,-46000000.0,3818000000.0,16940000000.0,480100000.0,480100000.0,480100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 14:22:28+00:00,1.24,1.24,1.2,1.23,295000000.0,633000000.0,633000000.0,593000000.0,40000000.0,1763000000.0,4200000000.0,21000000.0,1478000000.0,1763000000.0,2437000000.0,10000000.0,1499000000.0,938000000.0,-10000000.0,928000000.0,4200000000.0,480100000.0,480100000.0,480100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 09:07:35+00:00,2.41,2.41,,2.38,1155000000.0,2410000000.0,2410000000.0,2241000000.0,169000000.0,7219000000.0,17420000000.0,422000000.0,6223000000.0,7219000000.0,10201000000.0,-9000000.0,6645000000.0,3556000000.0,9000000.0,3565000000.0,17420000000.0,930800000.0,930800000.0,930800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q4,2013-10-01,2013-12-31,,0.61,0.61,0.38,0.61,292000000.0,601000000.0,601000000.0,564000000.0,37000000.0,1794000000.0,4361000000.0,63000000.0,1612000000.0,1794000000.0,2567000000.0,-1000000.0,1675000000.0,892000000.0,1000000.0,893000000.0,4361000000.0,930800000.0,930800000.0,930800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.81,1.81,1.11,1.81,863000000.0,1809000000.0,1809000000.0,1677000000.0,132000000.0,5425000000.0,13059000000.0,359000000.0,4611000000.0,5425000000.0,7634000000.0,-8000000.0,4970000000.0,2664000000.0,8000000.0,2672000000.0,13059000000.0,928100000.0,928100000.0,928100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q3TTM,2012-10-01,2013-09-30,,2.45,2.45,1.46,2.45,1174000000.0,2445000000.0,2445000000.0,2275000000.0,170000000.0,7206000000.0,17345000000.0,435000000.0,6098000000.0,7206000000.0,10139000000.0,-13000000.0,6533000000.0,3606000000.0,13000000.0,3619000000.0,17345000000.0,928100000.0,928100000.0,928100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 09:03:04+00:00,0.71,0.71,0.34,0.7,317000000.0,699000000.0,699000000.0,656000000.0,43000000.0,1813000000.0,4398000000.0,20000000.0,1549000000.0,1813000000.0,2585000000.0,0.0,1569000000.0,1016000000.0,,1016000000.0,4398000000.0,928100000.0,928100000.0,928100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.09,1.09,0.67,1.09,546000000.0,1110000000.0,1110000000.0,1021000000.0,89000000.0,3612000000.0,8661000000.0,339000000.0,3062000000.0,3612000000.0,5049000000.0,-8000000.0,3401000000.0,1648000000.0,8000000.0,1656000000.0,8661000000.0,933100000.0,933100000.0,933100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.44,2.44,1.4,2.44,1183000000.0,2443000000.0,2443000000.0,2273000000.0,170000000.0,7196000000.0,17279000000.0,416000000.0,6050000000.0,7196000000.0,10083000000.0,-9000000.0,6466000000.0,3617000000.0,9000000.0,3626000000.0,17279000000.0,933100000.0,933100000.0,933100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 08:59:40+00:00,0.6,0.6,0.34,0.6,307000000.0,604000000.0,604000000.0,561000000.0,43000000.0,1812000000.0,4346000000.0,102000000.0,1526000000.0,1812000000.0,2534000000.0,-5000000.0,1628000000.0,906000000.0,5000000.0,911000000.0,4346000000.0,933100000.0,933100000.0,933100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q1TTM,2012-04-01,2013-03-31,,2.5,2.5,1.38,2.5,1187000000.0,2504000000.0,2504000000.0,2339000000.0,165000000.0,7190000000.0,17200000000.0,329000000.0,5988000000.0,7190000000.0,10010000000.0,2000000.0,6317000000.0,3693000000.0,-2000000.0,3691000000.0,17200000000.0,936600000.0,936600000.0,936600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 08:38:38+00:00,0.49,0.49,0.65,0.48,239000000.0,506000000.0,506000000.0,460000000.0,46000000.0,1800000000.0,4315000000.0,237000000.0,1536000000.0,1800000000.0,2515000000.0,-3000000.0,1773000000.0,742000000.0,3000000.0,745000000.0,4315000000.0,936600000.0,936600000.0,936600000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:08:16+00:00,2.38,2.38,,2.36,1194000000.0,2339000000.0,2339000000.0,2180000000.0,159000000.0,7168000000.0,17277000000.0,570000000.0,5982000000.0,7168000000.0,10109000000.0,24000000.0,6552000000.0,3557000000.0,-24000000.0,3533000000.0,17277000000.0,915100000.0,915100000.0,915100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q4,2014-10-01,2014-12-31,,0.69,0.69,0.5,0.69,325000000.0,666000000.0,666000000.0,628000000.0,38000000.0,1746000000.0,4221000000.0,46000000.0,1434000000.0,1746000000.0,2475000000.0,4000000.0,1480000000.0,995000000.0,-4000000.0,991000000.0,4221000000.0,915100000.0,915100000.0,915100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q3,2014-07-01,2014-09-30,2015-10-30 08:32:05+00:00,0.59,0.59,0.36,0.59,364000000.0,580000000.0,580000000.0,542000000.0,38000000.0,1821000000.0,4379000000.0,113000000.0,1497000000.0,1821000000.0,2558000000.0,4000000.0,1610000000.0,948000000.0,-4000000.0,944000000.0,4379000000.0,913800000.0,913800000.0,913800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.7,1.7,1.08,1.7,869000000.0,1673000000.0,1673000000.0,1552000000.0,121000000.0,5422000000.0,13056000000.0,524000000.0,4548000000.0,5422000000.0,7634000000.0,20000000.0,5072000000.0,2562000000.0,-20000000.0,2542000000.0,13056000000.0,913800000.0,913800000.0,913800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.32,2.32,1.47,2.32,1161000000.0,2274000000.0,2274000000.0,2116000000.0,158000000.0,7216000000.0,17417000000.0,587000000.0,6160000000.0,7216000000.0,10201000000.0,19000000.0,6747000000.0,3454000000.0,-19000000.0,3435000000.0,17417000000.0,913800000.0,913800000.0,913800000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 09:12:10+00:00,0.68,0.68,0.36,0.67,310000000.0,661000000.0,661000000.0,622000000.0,39000000.0,1800000000.0,4352000000.0,65000000.0,1507000000.0,1800000000.0,2552000000.0,9000000.0,1572000000.0,980000000.0,-9000000.0,971000000.0,4352000000.0,916100000.0,916100000.0,916100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.1,1.1,0.72,1.1,505000000.0,1093000000.0,1093000000.0,1010000000.0,83000000.0,3601000000.0,8677000000.0,411000000.0,3051000000.0,3601000000.0,5076000000.0,16000000.0,3462000000.0,1614000000.0,-16000000.0,1598000000.0,8677000000.0,916100000.0,916100000.0,916100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.43,2.43,1.55,2.43,1114000000.0,2393000000.0,2393000000.0,2230000000.0,163000000.0,7208000000.0,17436000000.0,494000000.0,6212000000.0,7208000000.0,10228000000.0,15000000.0,6706000000.0,3522000000.0,-15000000.0,3507000000.0,17436000000.0,916100000.0,916100000.0,916100000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q1,2014-01-01,2014-03-31,2015-04-30 12:54:59+00:00,0.42,0.42,0.7,0.42,195000000.0,432000000.0,432000000.0,388000000.0,44000000.0,1801000000.0,4325000000.0,346000000.0,1544000000.0,1801000000.0,2524000000.0,7000000.0,1890000000.0,634000000.0,-7000000.0,627000000.0,4325000000.0,919500000.0,919500000.0,919500000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.36,2.36,1.53,2.36,1111000000.0,2336000000.0,2336000000.0,2169000000.0,167000000.0,7220000000.0,17430000000.0,531000000.0,6231000000.0,7220000000.0,10210000000.0,1000000.0,6762000000.0,3448000000.0,-1000000.0,3447000000.0,17430000000.0,919500000.0,919500000.0,919500000.0
Colgate-Palmolive Co,CL,YMEGZFW4SBUSS5BQXF88,21665,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 14:33:07+00:00,1.53,1.53,,1.52,1215000000.0,1548000000.0,1548000000.0,1384000000.0,164000000.0,6635000000.0,16034000000.0,1146000000.0,5464000000.0,6635000000.0,9399000000.0,26000000.0,6610000000.0,2789000000.0,-26000000.0,2763000000.0,16034000000.0,902200000.0,902200000.0,902200000.0
