company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
MOLEX INC,MOLX,,67472,2011.0,Q3,2011-01-01,2011-03-31,,-18847000.0,,,60912000.0,8550000.0,-594000.0,63856000.0,-12345000.0,-85255000.0,144456000.0,-12345000.0,-85255000.0,144456000.0,55406000.0,68145000.0,68145000.0,15993000.0,4115000.0,-196000.0,-30580000.0,-2450000.0,-64187000.0,-49736000.0,,365000.0,60000.0
MOLEX INC,MOLX,,67472,2011.0,Q3YTD,2010-07-01,2011-03-31,2012-04-26 08:58:09+00:00,-18847000.0,,,181716000.0,26221000.0,-111045000.0,113856000.0,-66716000.0,-214992000.0,326931000.0,-66716000.0,-214992000.0,326931000.0,71444000.0,221532000.0,221532000.0,34728000.0,5935000.0,-196000.0,-83766000.0,-6062000.0,-196915000.0,-102741000.0,,5568000.0,1460000.0
MOLEX INC,MOLX,,67472,2011.0,Q2TTM,2010-01-01,2010-12-31,,-7000.0,43319000.0,6262000.0,238207000.0,7824000.0,-224419000.0,126647000.0,-109160000.0,-283808000.0,291216000.0,-109160000.0,-283808000.0,291216000.0,-93928000.0,231613000.0,231613000.0,45815000.0,4837000.0,-6016000.0,-106251000.0,-21017000.0,-268885000.0,-134393000.0,,14257000.0,-2140000.0
MOLEX INC,MOLX,,67472,2011.0,Q2,2010-10-01,2010-12-31,,,,,61696000.0,5135000.0,-25051000.0,29203000.0,-13154000.0,-60115000.0,119880000.0,-13154000.0,-60115000.0,119880000.0,51746000.0,78283000.0,78283000.0,4952000.0,1462000.0,,-26621000.0,-2355000.0,-61536000.0,-17198000.0,,3019000.0,757000.0
MOLEX INC,MOLX,,67472,2011.0,Q2YTD,2010-07-01,2010-12-31,2012-01-26 11:04:50+00:00,,,,120804000.0,17671000.0,-110451000.0,50000000.0,-54371000.0,-129737000.0,182475000.0,-54371000.0,-129737000.0,182475000.0,16038000.0,153387000.0,153387000.0,18735000.0,1820000.0,,-53186000.0,-3612000.0,-132728000.0,-53005000.0,,5203000.0,1400000.0
MOLEX INC,MOLX,,67472,2011.0,Q1TTM,2009-10-01,2010-09-30,,-10097000.0,43319000.0,6262000.0,237185000.0,2467000.0,-238231000.0,117444000.0,-147337000.0,-278041000.0,242556000.0,-147337000.0,-278041000.0,242556000.0,-180355000.0,167170000.0,167170000.0,76432000.0,4100000.0,-5439000.0,-106063000.0,-19189000.0,-255035000.0,-162818000.0,,11254000.0,465000.0
MOLEX INC,MOLX,,67472,2011.0,Q1,2010-07-01,2010-09-30,2011-10-27 12:54:46+00:00,,,,59108000.0,12536000.0,-85400000.0,20797000.0,-41217000.0,-69622000.0,62595000.0,-41217000.0,-69622000.0,62595000.0,-35708000.0,75104000.0,75104000.0,13783000.0,358000.0,,-26565000.0,-1257000.0,-71192000.0,-35807000.0,,2184000.0,643000.0
MOLEX INC,MOLX,,67472,2012.0,Q4,2012-04-01,2012-06-30,,,77787000.0,6272000.0,57310000.0,-6144000.0,34878000.0,-96000.0,-40481000.0,-68108000.0,143341000.0,-40481000.0,-68108000.0,143341000.0,28608000.0,71961000.0,71961000.0,-20808000.0,1006000.0,11400000.0,-35263000.0,-6053000.0,-77674000.0,-6128000.0,,4148000.0,71000.0
MOLEX INC,MOLX,,67472,2012.0,FY,2011-07-01,2012-06-30,2013-08-08 12:50:03+00:00,-24000000.0,77787000.0,6272000.0,236974000.0,-14924000.0,50014000.0,224425000.0,-226282000.0,-227695000.0,573719000.0,-226282000.0,-227695000.0,573719000.0,104818000.0,281377000.0,281377000.0,5354000.0,7873000.0,22400000.0,-140638000.0,-14934000.0,-227101000.0,-317942000.0,,12496000.0,3444000.0
MOLEX INC,MOLX,,67472,2012.0,Q3TTM,2011-04-01,2012-03-31,,-24000000.0,98117000.0,5830000.0,240119000.0,2995000.0,46603000.0,273285000.0,-196276000.0,-215304000.0,569598000.0,-196276000.0,-215304000.0,569598000.0,161013000.0,286692000.0,286692000.0,-3816000.0,8201000.0,16168000.0,-136019000.0,-11147000.0,-214758000.0,-341743000.0,,14716000.0,3717000.0
MOLEX INC,MOLX,,67472,2012.0,Q3,2012-01-01,2012-03-31,,,,,58490000.0,590000.0,5945000.0,-192000.0,-93482000.0,-44500000.0,138865000.0,-93482000.0,-44500000.0,138865000.0,1473000.0,64883000.0,64883000.0,9547000.0,4237000.0,11000000.0,-35189000.0,-4094000.0,-54372000.0,-62338000.0,,1795000.0,1171000.0
MOLEX INC,MOLX,,67472,2012.0,Q3YTD,2011-07-01,2012-03-31,2013-04-25 16:09:40+00:00,-24000000.0,,,179664000.0,-8780000.0,15136000.0,224521000.0,-185801000.0,-159587000.0,430378000.0,-185801000.0,-159587000.0,430378000.0,76210000.0,209416000.0,209416000.0,26162000.0,6867000.0,11000000.0,-105375000.0,-8881000.0,-149427000.0,-311814000.0,,8348000.0,3373000.0
MOLEX INC,MOLX,,67472,2012.0,Q2TTM,2011-01-01,2011-12-31,,-42847000.0,98117000.0,5830000.0,242541000.0,10955000.0,40064000.0,337333000.0,-115139000.0,-256059000.0,575189000.0,-115139000.0,-256059000.0,575189000.0,214946000.0,289954000.0,289954000.0,2630000.0,8079000.0,4972000.0,-131410000.0,-9503000.0,-224573000.0,-329141000.0,,13286000.0,2606000.0
MOLEX INC,MOLX,,67472,2012.0,Q2,2011-10-01,2011-12-31,,-24000000.0,,,59935000.0,-786000.0,11524000.0,44713000.0,-14448000.0,-75770000.0,140964000.0,-14448000.0,-75770000.0,140964000.0,49960000.0,64016000.0,64016000.0,5489000.0,2010000.0,,-35118000.0,-2010000.0,-52251000.0,-26053000.0,,1685000.0,806000.0
MOLEX INC,MOLX,,67472,2012.0,Q2YTD,2011-07-01,2011-12-31,2013-01-24 13:20:19+00:00,-24000000.0,,,121174000.0,-9370000.0,9191000.0,224713000.0,-92319000.0,-115087000.0,291513000.0,-92319000.0,-115087000.0,291513000.0,74737000.0,144533000.0,144533000.0,16615000.0,2630000.0,,-70186000.0,-4787000.0,-95055000.0,-249476000.0,,6553000.0,2202000.0
MOLEX INC,MOLX,,67472,2012.0,Q1TTM,2010-10-01,2011-09-30,,-18847000.0,98117000.0,5830000.0,244302000.0,16876000.0,3489000.0,321823000.0,-113845000.0,-240404000.0,554105000.0,-113845000.0,-240404000.0,554105000.0,216732000.0,304221000.0,304221000.0,2093000.0,7531000.0,4972000.0,-122913000.0,-9848000.0,-233858000.0,-320286000.0,,14620000.0,2557000.0
MOLEX INC,MOLX,,67472,2012.0,Q1,2011-07-01,2011-09-30,2012-10-25 14:22:00+00:00,,,,61239000.0,-8584000.0,-2333000.0,180000000.0,-77871000.0,-39317000.0,150549000.0,-77871000.0,-39317000.0,150549000.0,24777000.0,80517000.0,80517000.0,11126000.0,620000.0,0.0,-35068000.0,-2777000.0,-42804000.0,-223423000.0,,4868000.0,1396000.0
MOLEX INC,MOLX,,67472,2013.0,Q4,2013-04-01,2013-06-30,,,71444000.0,8419000.0,58440000.0,-3077000.0,42272000.0,37911000.0,-78414000.0,-57796000.0,148062000.0,-78414000.0,-57796000.0,148062000.0,8775000.0,57148000.0,57148000.0,-9798000.0,4588000.0,1732000.0,-39085000.0,-754000.0,-58948000.0,-81828000.0,,5000.0,169000.0
MOLEX INC,MOLX,,67472,2013.0,FY,2012-07-01,2013-06-30,2013-08-08 12:50:03+00:00,-55299000.0,71444000.0,8419000.0,234885000.0,3250000.0,-109559000.0,479312000.0,-24492000.0,-287166000.0,382552000.0,-24492000.0,-287166000.0,382552000.0,74144000.0,243623000.0,243623000.0,13603000.0,14482000.0,11694000.0,-155791000.0,-8713000.0,-262933000.0,-362495000.0,,12727000.0,15358000.0
MOLEX INC,MOLX,,67472,2013.0,Q3TTM,2012-04-01,2013-03-31,,-55299000.0,77787000.0,6272000.0,233755000.0,183000.0,-116953000.0,441305000.0,13441000.0,-297478000.0,377831000.0,13441000.0,-297478000.0,377831000.0,93977000.0,258436000.0,258436000.0,2593000.0,10900000.0,21362000.0,-151969000.0,-14012000.0,-281659000.0,-286795000.0,,16870000.0,15260000.0
MOLEX INC,MOLX,,67472,2013.0,Q3,2013-01-01,2013-03-31,,,,,59043000.0,-8319000.0,-126188000.0,173312000.0,68470000.0,-42325000.0,-20087000.0,68470000.0,-42325000.0,-20087000.0,-2261000.0,44767000.0,44767000.0,2291000.0,5090000.0,5000.0,,-2878000.0,-55944000.0,-109932000.0,,4323000.0,12169000.0
MOLEX INC,MOLX,,67472,2013.0,Q3YTD,2012-07-01,2013-03-31,2013-04-25 16:09:40+00:00,-55299000.0,,,176445000.0,6327000.0,-151831000.0,441401000.0,53922000.0,-229370000.0,234490000.0,53922000.0,-229370000.0,234490000.0,65369000.0,186475000.0,186475000.0,23401000.0,9894000.0,9962000.0,-116706000.0,-7959000.0,-203985000.0,-280667000.0,,12722000.0,15189000.0
MOLEX INC,MOLX,,67472,2013.0,Q2TTM,2012-01-01,2012-12-31,,-55299000.0,77787000.0,6272000.0,233202000.0,9092000.0,15180000.0,267801000.0,-148511000.0,-299653000.0,536783000.0,-148511000.0,-299653000.0,536783000.0,97711000.0,278552000.0,278552000.0,9849000.0,10047000.0,32357000.0,-187158000.0,-15228000.0,-280087000.0,-239201000.0,,14342000.0,4262000.0
MOLEX INC,MOLX,,67472,2013.0,Q2,2012-10-01,2012-12-31,,-55299000.0,,,59660000.0,5038000.0,-54064000.0,258089000.0,55201000.0,-128337000.0,87173000.0,55201000.0,-128337000.0,87173000.0,19075000.0,70394000.0,70394000.0,11183000.0,3089000.0,235000.0,-77879000.0,-982000.0,-78628000.0,-128098000.0,,5231000.0,1106000.0
MOLEX INC,MOLX,,67472,2013.0,Q2YTD,2012-07-01,2012-12-31,2013-01-24 13:20:19+00:00,-55299000.0,,,117402000.0,14646000.0,-25643000.0,268089000.0,-14548000.0,-187045000.0,254577000.0,-14548000.0,-187045000.0,254577000.0,67630000.0,141708000.0,141708000.0,21110000.0,4804000.0,9957000.0,-116706000.0,-5081000.0,-148041000.0,-170735000.0,,8399000.0,3020000.0
MOLEX INC,MOLX,,67472,2013.0,Q1TTM,2011-10-01,2012-09-30,,-24000000.0,77787000.0,6272000.0,233477000.0,3268000.0,80768000.0,54425000.0,-218160000.0,-247086000.0,590574000.0,-218160000.0,-247086000.0,590574000.0,128596000.0,272174000.0,272174000.0,4155000.0,8968000.0,32122000.0,-144397000.0,-16256000.0,-253710000.0,-137156000.0,,10796000.0,3962000.0
MOLEX INC,MOLX,,67472,2013.0,Q1,2012-07-01,2012-09-30,2013-10-24 15:22:50+00:00,0.0,,,57742000.0,9608000.0,28421000.0,10000000.0,-69749000.0,-58708000.0,167404000.0,-69749000.0,-58708000.0,167404000.0,48555000.0,71314000.0,71314000.0,9927000.0,1715000.0,9722000.0,-38827000.0,-4099000.0,-69413000.0,-42637000.0,,3168000.0,1914000.0
