company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-28 16:06:12+00:00,1072000000.0,937000000.0,1207000000.0,750000000.0,64000000.0,16888000000.0,,724000000.0,-8918000000.0,6560000000.0,14000000.0,724000000.0,-8918000000.0,6568000000.0,-1626000000.0,3331000000.0,1955000000.0,1961000000.0,6000000.0,-477000000.0,3000000.0,-518000000.0,3119000000.0,-16896000000.0,-324000000.0,-17445000000.0,-1599000000.0,,8302000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,Q2,2016-04-01,2016-06-30,,1017000000.0,394000000.0,616000000.0,-378000000.0,34000000.0,10538000000.0,,6943000000.0,-8190000000.0,2466000000.0,1000000.0,6943000000.0,-8190000000.0,2466000000.0,1219000000.0,-724000000.0,942000000.0,943000000.0,1000000.0,-307000000.0,,-270000000.0,1592000000.0,-11366000000.0,-190000000.0,-2006000000.0,-629000000.0,,3366000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2016.0,Q1,2016-01-01,2016-03-31,2017-05-03 16:50:22+00:00,55000000.0,543000000.0,591000000.0,1128000000.0,30000000.0,6350000000.0,,-6219000000.0,-728000000.0,4094000000.0,13000000.0,-6219000000.0,-728000000.0,4102000000.0,-2845000000.0,4055000000.0,1013000000.0,1018000000.0,5000000.0,-170000000.0,3000000.0,-248000000.0,1527000000.0,-5530000000.0,-134000000.0,-15439000000.0,-970000000.0,,4936000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-31 17:56:39+00:00,779000000.0,2080000000.0,1719000000.0,509000000.0,124000000.0,30775000000.0,,-2051000000.0,-11745000000.0,10176000000.0,-59000000.0,-2051000000.0,-11745000000.0,10091000000.0,-3705000000.0,2268000000.0,2953000000.0,2979000000.0,26000000.0,-656000000.0,102000000.0,-770000000.0,5625000000.0,-25618000000.0,-776000000.0,-34314000000.0,-236000000.0,,14649000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q3TTM,2016-10-01,2017-09-30,,1349000000.0,2812000000.0,2328000000.0,-650000000.0,156000000.0,34565000000.0,483000000.0,9519000000.0,-22198000000.0,12174000000.0,-60000000.0,9519000000.0,-22198000000.0,12086000000.0,-593000000.0,13050000000.0,3744000000.0,3772000000.0,28000000.0,-653000000.0,241000000.0,-1039000000.0,7377000000.0,-39678000000.0,-1047000000.0,-36833000000.0,-1104000000.0,,18527000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-27 16:40:02+00:00,467000000.0,1269000000.0,1131000000.0,104000000.0,79000000.0,14856000000.0,,-8206000000.0,-4295000000.0,7019000000.0,,-8206000000.0,-4295000000.0,7023000000.0,-5478000000.0,2964000000.0,1846000000.0,1842000000.0,4000000.0,150000000.0,81000000.0,-523000000.0,3792000000.0,-12687000000.0,-483000000.0,-25444000000.0,-219000000.0,,8875000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q2TTM,2016-07-01,2017-06-30,,1516000000.0,2582000000.0,2352000000.0,-671000000.0,146000000.0,27222000000.0,1066000000.0,8297000000.0,-21007000000.0,12309000000.0,11000000.0,8297000000.0,-21007000000.0,12311000000.0,-399000000.0,18664000000.0,3642000000.0,3651000000.0,17000000.0,-155000000.0,220000000.0,-1031000000.0,7132000000.0,-36829000000.0,-938000000.0,-35709000000.0,-2281000000.0,,16760000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q1,2017-01-01,2017-03-31,2018-05-02 16:37:58+00:00,34000000.0,702000000.0,566000000.0,-443000000.0,41000000.0,7030000000.0,,-7933000000.0,2078000000.0,3159000000.0,-11000000.0,-7933000000.0,2078000000.0,3163000000.0,-2692000000.0,4407000000.0,810000000.0,795000000.0,-15000000.0,249000000.0,65000000.0,-248000000.0,1992000000.0,-6397000000.0,-222000000.0,-19010000000.0,-218000000.0,,8697000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2017.0,Q1TTM,2016-04-01,2017-03-31,,2100000000.0,2409000000.0,2403000000.0,-1596000000.0,142000000.0,29934000000.0,1066000000.0,15513000000.0,-22824000000.0,10915000000.0,1000000.0,15513000000.0,-22824000000.0,10917000000.0,3606000000.0,19383000000.0,3548000000.0,3547000000.0,-1000000.0,-363000000.0,204000000.0,-1026000000.0,6924000000.0,-41905000000.0,-867000000.0,-31281000000.0,-2909000000.0,,19948000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,FY,2018-01-01,2018-12-31,2020-02-20 16:17:55+00:00,407000000.0,3933000000.0,2396000000.0,-1106000000.0,175000000.0,15645000000.0,0.0,1777000000.0,-15618000000.0,12994000000.0,-6000000.0,1777000000.0,-15618000000.0,12978000000.0,-863000000.0,6077000000.0,6015000000.0,6025000000.0,-10000000.0,-177000000.0,38000000.0,-1038000000.0,5856000000.0,-34590000000.0,-874000000.0,-16836000000.0,-2284000000.0,0.0,19846000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q4,2018-10-01,2018-12-31,,32000000.0,1052000000.0,675000000.0,-128000000.0,38000000.0,7757000000.0,,7668000000.0,-9747000000.0,3949000000.0,-6000000.0,7668000000.0,-9747000000.0,3940000000.0,1861000000.0,2410000000.0,1261000000.0,1264000000.0,-3000000.0,500000000.0,,-269000000.0,1638000000.0,-6625000000.0,-205000000.0,-1630000000.0,-638000000.0,,-2917000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-31 15:18:02+00:00,375000000.0,2881000000.0,1721000000.0,-978000000.0,137000000.0,7888000000.0,0.0,-5891000000.0,-5871000000.0,9045000000.0,,-5891000000.0,-5871000000.0,9038000000.0,-2724000000.0,3667000000.0,4754000000.0,4761000000.0,-7000000.0,-677000000.0,38000000.0,-769000000.0,4218000000.0,-27965000000.0,-669000000.0,-15206000000.0,-1646000000.0,,22763000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q3,2018-07-01,2018-09-30,,204000000.0,1085000000.0,589000000.0,168000000.0,47000000.0,1664000000.0,,-2763000000.0,-2256000000.0,3350000000.0,,-2763000000.0,-2256000000.0,3351000000.0,-1668000000.0,-1024000000.0,1502000000.0,1501000000.0,1000000.0,-176000000.0,18000000.0,-244000000.0,1268000000.0,-3555000000.0,-240000000.0,-2653000000.0,-571000000.0,,1539000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-30 20:58:59+00:00,171000000.0,1796000000.0,1132000000.0,-1146000000.0,90000000.0,6224000000.0,,-3128000000.0,-3615000000.0,5695000000.0,,-3128000000.0,-3615000000.0,5687000000.0,-1056000000.0,4691000000.0,3252000000.0,3260000000.0,-8000000.0,-501000000.0,20000000.0,-525000000.0,2950000000.0,-24410000000.0,-429000000.0,-12553000000.0,-1075000000.0,,21224000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q2,2018-04-01,2018-06-30,,118000000.0,860000000.0,582000000.0,246000000.0,41000000.0,2923000000.0,,-804000000.0,-4297000000.0,4091000000.0,,-804000000.0,-4297000000.0,4080000000.0,-1021000000.0,-2599000000.0,1906000000.0,1917000000.0,11000000.0,70000000.0,6000000.0,-276000000.0,1276000000.0,-17232000000.0,-224000000.0,-97000000.0,-802000000.0,,13159000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 16:02:08+00:00,53000000.0,936000000.0,550000000.0,-1392000000.0,49000000.0,3301000000.0,,-2324000000.0,682000000.0,1604000000.0,,-2324000000.0,682000000.0,1607000000.0,-35000000.0,7290000000.0,1346000000.0,1343000000.0,3000000.0,-571000000.0,14000000.0,-249000000.0,1674000000.0,-7178000000.0,-205000000.0,-12456000000.0,-273000000.0,,8065000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,FY,2019-01-01,2019-12-31,2020-02-20 16:17:55+00:00,626000000.0,4790000000.0,3339000000.0,774000000.0,199000000.0,10798000000.0,1462000000.0,6619000000.0,-22998000000.0,16619000000.0,7000000.0,6619000000.0,-22998000000.0,16639000000.0,260000000.0,12643000000.0,5546000000.0,5533000000.0,13000000.0,737000000.0,17000000.0,-1035000000.0,6236000000.0,-43051000000.0,-887000000.0,-14984000000.0,-1481000000.0,-1000000000.0,20940000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q3TTM,2018-10-01,2019-09-30,,396000000.0,4741000000.0,3109000000.0,1101000000.0,191000000.0,18555000000.0,1463000000.0,5083000000.0,-15633000000.0,16453000000.0,-6000000.0,5083000000.0,-15633000000.0,16459000000.0,5909000000.0,9482000000.0,5631000000.0,5619000000.0,-18000000.0,568000000.0,,-1023000000.0,6056000000.0,-27361000000.0,-836000000.0,-22411000000.0,-1174000000.0,,12564000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q3,2019-07-01,2019-09-30,,183000000.0,1278000000.0,849000000.0,-705000000.0,55000000.0,5535000000.0,1463000000.0,4065000000.0,-5761000000.0,3408000000.0,,4065000000.0,-5761000000.0,3412000000.0,1716000000.0,2559000000.0,1333000000.0,1329000000.0,-4000000.0,552000000.0,,-243000000.0,1383000000.0,-10682000000.0,-235000000.0,-4835000000.0,-469000000.0,,5156000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-31 15:18:02+00:00,364000000.0,3689000000.0,2434000000.0,1229000000.0,153000000.0,10798000000.0,1463000000.0,-2585000000.0,-5886000000.0,12504000000.0,,-2585000000.0,-5886000000.0,12519000000.0,4048000000.0,7072000000.0,4370000000.0,4355000000.0,-15000000.0,68000000.0,0.0,-754000000.0,4418000000.0,-20736000000.0,-631000000.0,-20781000000.0,-536000000.0,,15481000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q2TTM,2018-07-01,2019-06-30,,417000000.0,4548000000.0,2849000000.0,1974000000.0,183000000.0,14684000000.0,,-1745000000.0,-12128000000.0,16395000000.0,-6000000.0,-1745000000.0,-12128000000.0,16398000000.0,2525000000.0,5899000000.0,5800000000.0,5791000000.0,-13000000.0,-160000000.0,18000000.0,-1024000000.0,5941000000.0,-20234000000.0,-841000000.0,-20229000000.0,-1276000000.0,,8947000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q2,2019-04-01,2019-06-30,,111000000.0,1163000000.0,881000000.0,1555000000.0,46000000.0,2524000000.0,,-2705000000.0,-5138000000.0,4217000000.0,,-2705000000.0,-5138000000.0,4226000000.0,-3617000000.0,-730000000.0,1625000000.0,1616000000.0,-13000000.0,-1177000000.0,,-268000000.0,1342000000.0,-6388000000.0,-213000000.0,-4275000000.0,-2000000.0,,1463000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-30 20:58:59+00:00,181000000.0,2411000000.0,1585000000.0,1934000000.0,98000000.0,5263000000.0,,-6650000000.0,-125000000.0,9096000000.0,,-6650000000.0,-125000000.0,9107000000.0,2332000000.0,4513000000.0,3037000000.0,3026000000.0,-11000000.0,-484000000.0,0.0,-511000000.0,3035000000.0,-10054000000.0,-396000000.0,-15946000000.0,-67000000.0,,10325000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 14:51:53+00:00,70000000.0,1248000000.0,704000000.0,379000000.0,52000000.0,2739000000.0,0.0,-3945000000.0,5013000000.0,4879000000.0,0.0,-3945000000.0,5013000000.0,4881000000.0,5949000000.0,5243000000.0,1412000000.0,1410000000.0,2000000.0,693000000.0,0.0,-243000000.0,1693000000.0,-3666000000.0,-183000000.0,-11671000000.0,-65000000.0,0.0,8862000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2019.0,Q1TTM,2018-04-01,2019-03-31,,424000000.0,4245000000.0,2550000000.0,665000000.0,178000000.0,15083000000.0,,156000000.0,-11287000000.0,16269000000.0,-6000000.0,156000000.0,-11287000000.0,16252000000.0,5121000000.0,4030000000.0,6081000000.0,6092000000.0,-11000000.0,1087000000.0,24000000.0,-1032000000.0,5875000000.0,-31078000000.0,-852000000.0,-16051000000.0,-2076000000.0,,20643000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2020.0,Q1TTM,2019-04-01,2020-03-31,,620000000.0,4699000000.0,3528000000.0,2306000000.0,210000000.0,11302000000.0,2671000000.0,15665000000.0,-26970000000.0,17148000000.0,8000000.0,15665000000.0,-26970000000.0,17167000000.0,5862000000.0,14102000000.0,2794000000.0,2783000000.0,-11000000.0,-1435000000.0,37000000.0,-1032000000.0,9966000000.0,-43508000000.0,-858000000.0,-7948000000.0,-1802000000.0,-1875000000.0,17396000000.0
Capital One Financial Corp,COF,ZUE8T73ROZOF6FLBAR73,927628,2020.0,Q1,2020-01-01,2020-03-31,2020-05-01 14:51:53+00:00,64000000.0,1157000000.0,893000000.0,1911000000.0,63000000.0,3243000000.0,1209000000.0,5101000000.0,1041000000.0,5408000000.0,1000000.0,5101000000.0,1041000000.0,5409000000.0,11551000000.0,6702000000.0,-1340000000.0,-1340000000.0,0.0,-1479000000.0,20000000.0,-240000000.0,5423000000.0,-4123000000.0,-154000000.0,-4635000000.0,-386000000.0,-875000000.0,5318000000.0
