company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,loansheldforsale,longtermdebt,netpremisesandequipment,otherassets,otherlongtermliabilities,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Cincinnati Financial Corp,CINF,,20286,2012.0,Q2,,2012-06-30,2012-07-26 16:47:38+00:00,118000000.0,1010000000.0,263000000.0,4396000000.0,0.0,1499000000.0,484000000.0,2256000000.0,,935000000.0,229000000.0,821000000.0,898000000.0,3851000000.0,698000000.0,698000000.0,16089000000.0,5144000000.0,5144000000.0,5144000000.0,10945000000.0,16089000000.0,12164000000.0,-1216000000.0,1762000000.0,1234000000.0
Cincinnati Financial Corp,CINF,,20286,2012.0,Q1,,2012-03-31,2012-04-26 16:45:32+00:00,116000000.0,1047000000.0,424000000.0,4347000000.0,0.0,1493000000.0,483000000.0,2240000000.0,,937000000.0,235000000.0,765000000.0,925000000.0,3884000000.0,686000000.0,686000000.0,16022000000.0,5207000000.0,5207000000.0,5207000000.0,10815000000.0,16022000000.0,12087000000.0,-1217000000.0,1680000000.0,1150000000.0
Cincinnati Financial Corp,CINF,,20286,2013.0,FY,,2013-12-31,2015-02-27 08:07:25+00:00,121000000.0,1504000000.0,433000000.0,4311000000.0,0.0,1588000000.0,565000000.0,2390000000.0,,939000000.0,210000000.0,688000000.0,1284000000.0,4268000000.0,692000000.0,692000000.0,17662000000.0,6070000000.0,6070000000.0,6070000000.0,11592000000.0,17662000000.0,13496000000.0,-1290000000.0,1976000000.0,1372000000.0
Cincinnati Financial Corp,CINF,,20286,2013.0,Q3,,2013-09-30,2013-10-24 16:12:39+00:00,115000000.0,1267000000.0,511000000.0,4307000000.0,0.0,1573000000.0,576000000.0,2373000000.0,,936000000.0,211000000.0,706000000.0,1181000000.0,4214000000.0,700000000.0,700000000.0,17339000000.0,5816000000.0,5816000000.0,5816000000.0,11523000000.0,17339000000.0,13022000000.0,-1238000000.0,2026000000.0,1419000000.0
Cincinnati Financial Corp,CINF,,20286,2013.0,Q2,,2013-06-30,2013-07-25 16:17:51+00:00,116000000.0,1221000000.0,382000000.0,4284000000.0,0.0,1558000000.0,546000000.0,2345000000.0,,937000000.0,213000000.0,742000000.0,1109000000.0,4152000000.0,713000000.0,713000000.0,17034000000.0,5699000000.0,5699000000.0,5699000000.0,11335000000.0,17034000000.0,12867000000.0,-1232000000.0,1947000000.0,1376000000.0
Cincinnati Financial Corp,CINF,,20286,2013.0,Q1,,2013-03-31,2013-04-25 16:14:43+00:00,117000000.0,1362000000.0,380000000.0,4240000000.0,0.0,1541000000.0,491000000.0,2310000000.0,,935000000.0,216000000.0,744000000.0,1166000000.0,4109000000.0,726000000.0,726000000.0,17037000000.0,5785000000.0,5785000000.0,5785000000.0,11252000000.0,17037000000.0,12970000000.0,-1227000000.0,1875000000.0,1317000000.0
Cincinnati Financial Corp,CINF,,20286,2014.0,Q3,,2014-09-30,2014-10-28 16:08:05+00:00,119000000.0,1658000000.0,412000000.0,4435000000.0,0.0,1602000000.0,590000000.0,2484000000.0,,878000000.0,198000000.0,685000000.0,1443000000.0,4409000000.0,730000000.0,730000000.0,18474000000.0,6376000000.0,6376000000.0,6376000000.0,12098000000.0,18474000000.0,14188000000.0,-1293000000.0,2128000000.0,1475000000.0
Cincinnati Financial Corp,CINF,,20286,2014.0,Q2,,2014-06-30,2014-07-29 16:05:51+00:00,116000000.0,1732000000.0,462000000.0,4444000000.0,0.0,1595000000.0,571000000.0,2454000000.0,,880000000.0,203000000.0,696000000.0,1373000000.0,4299000000.0,731000000.0,731000000.0,18335000000.0,6343000000.0,6343000000.0,6343000000.0,11992000000.0,18335000000.0,13988000000.0,-1283000000.0,2110000000.0,1488000000.0
Cincinnati Financial Corp,CINF,,20286,2014.0,Q1,,2014-03-31,2014-04-24 16:06:20+00:00,116000000.0,1578000000.0,521000000.0,4375000000.0,0.0,1588000000.0,564000000.0,2435000000.0,,938000000.0,207000000.0,697000000.0,1266000000.0,4287000000.0,725000000.0,725000000.0,17942000000.0,6168000000.0,6168000000.0,6168000000.0,11774000000.0,17942000000.0,13606000000.0,-1285000000.0,2035000000.0,1423000000.0
Cincinnati Financial Corp,CINF,,20286,2015.0,FY,,2015-12-31,2017-02-24 09:06:54+00:00,129000000.0,1344000000.0,544000000.0,4718000000.0,0.0,1629000000.0,616000000.0,2583000000.0,,856000000.0,185000000.0,763000000.0,1355000000.0,4762000000.0,748000000.0,748000000.0,18888000000.0,6427000000.0,6427000000.0,6427000000.0,12461000000.0,18888000000.0,14356000000.0,-1308000000.0,2201000000.0,1485000000.0
Cincinnati Financial Corp,CINF,,20286,2015.0,Q3,,2015-09-30,2015-10-27 16:09:51+00:00,119000000.0,1280000000.0,419000000.0,4700000000.0,0.0,1620000000.0,609000000.0,2564000000.0,65000000.0,861000000.0,188000000.0,773000000.0,1288000000.0,4756000000.0,773000000.0,773000000.0,18751000000.0,6350000000.0,6350000000.0,6350000000.0,12401000000.0,18751000000.0,14282000000.0,-1306000000.0,2215000000.0,1523000000.0
Cincinnati Financial Corp,CINF,,20286,2015.0,Q2,,2015-06-30,2015-07-28 16:10:16+00:00,122000000.0,1514000000.0,487000000.0,4691000000.0,0.0,1613000000.0,600000000.0,2543000000.0,68000000.0,872000000.0,187000000.0,736000000.0,1352000000.0,4658000000.0,742000000.0,742000000.0,18888000000.0,6497000000.0,6497000000.0,6497000000.0,12391000000.0,18888000000.0,14409000000.0,-1288000000.0,2191000000.0,1537000000.0
Cincinnati Financial Corp,CINF,,20286,2015.0,Q1,,2015-03-31,2015-04-28 16:09:46+00:00,123000000.0,1716000000.0,640000000.0,4623000000.0,0.0,1607000000.0,571000000.0,2514000000.0,,874000000.0,189000000.0,693000000.0,1405000000.0,4557000000.0,764000000.0,764000000.0,18897000000.0,6608000000.0,6608000000.0,6608000000.0,12289000000.0,18897000000.0,14385000000.0,-1272000000.0,2109000000.0,1462000000.0
Cincinnati Financial Corp,CINF,,20286,2016.0,FY,,2016-12-31,2018-02-23 09:55:38+00:00,134000000.0,1693000000.0,777000000.0,5085000000.0,0.0,1649000000.0,637000000.0,2671000000.0,,846000000.0,183000000.0,824000000.0,1651000000.0,5037000000.0,766000000.0,766000000.0,20386000000.0,7060000000.0,7060000000.0,7060000000.0,13326000000.0,20386000000.0,15419000000.0,-1319000000.0,2307000000.0,1595000000.0
Cincinnati Financial Corp,CINF,,20286,2016.0,Q3,,2016-09-30,2016-10-25 16:10:47+00:00,121000000.0,1752000000.0,700000000.0,4991000000.0,0.0,1641000000.0,627000000.0,2641000000.0,53000000.0,847000000.0,184000000.0,833000000.0,1677000000.0,5016000000.0,790000000.0,790000000.0,20455000000.0,7121000000.0,7121000000.0,7121000000.0,13334000000.0,20455000000.0,15561000000.0,-1288000000.0,2388000000.0,1586000000.0
Cincinnati Financial Corp,CINF,,20286,2016.0,Q2,,2016-06-30,2016-07-26 16:10:19+00:00,126000000.0,1714000000.0,547000000.0,4970000000.0,0.0,1634000000.0,624000000.0,2624000000.0,58000000.0,853000000.0,186000000.0,831000000.0,1587000000.0,4915000000.0,797000000.0,797000000.0,20151000000.0,6971000000.0,6971000000.0,6971000000.0,13180000000.0,20151000000.0,15380000000.0,-1292000000.0,2349000000.0,1602000000.0
Cincinnati Financial Corp,CINF,,20286,2016.0,Q1,,2016-03-31,2016-04-26 16:10:53+00:00,121000000.0,1531000000.0,613000000.0,4804000000.0,0.0,1627000000.0,618000000.0,2601000000.0,60000000.0,860000000.0,188000000.0,731000000.0,1426000000.0,4871000000.0,773000000.0,773000000.0,19447000000.0,6735000000.0,6735000000.0,6735000000.0,12712000000.0,19447000000.0,14825000000.0,-1294000000.0,2248000000.0,1518000000.0
Cincinnati Financial Corp,CINF,,20286,2017.0,FY,,2017-12-31,2019-02-22 12:23:06+00:00,134000000.0,2788000000.0,657000000.0,5273000000.0,0.0,1662000000.0,670000000.0,2729000000.0,,851000000.0,185000000.0,751000000.0,1537000000.0,5180000000.0,806000000.0,806000000.0,21843000000.0,8243000000.0,8243000000.0,8243000000.0,13600000000.0,21843000000.0,16948000000.0,-1387000000.0,2404000000.0,1631000000.0
Cincinnati Financial Corp,CINF,,20286,2017.0,Q3,,2017-09-30,2017-10-26 16:12:55+00:00,128000000.0,2047000000.0,674000000.0,5350000000.0,0.0,1653000000.0,676000000.0,2716000000.0,,843000000.0,186000000.0,825000000.0,1887000000.0,5193000000.0,798000000.0,798000000.0,21592000000.0,7523000000.0,7523000000.0,7523000000.0,14069000000.0,21592000000.0,16565000000.0,-1370000000.0,2475000000.0,1684000000.0
Cincinnati Financial Corp,CINF,,20286,2017.0,Q2,,2017-06-30,2017-08-02 16:10:25+00:00,130000000.0,1925000000.0,606000000.0,5281000000.0,0.0,1646000000.0,678000000.0,2702000000.0,,843000000.0,184000000.0,796000000.0,1788000000.0,5174000000.0,790000000.0,790000000.0,21238000000.0,7373000000.0,7373000000.0,7373000000.0,13865000000.0,21238000000.0,16301000000.0,-1372000000.0,2461000000.0,1699000000.0
Cincinnati Financial Corp,CINF,,20286,2017.0,Q1,,2017-03-31,2017-04-26 16:11:18+00:00,123000000.0,1780000000.0,543000000.0,5177000000.0,0.0,1640000000.0,660000000.0,2689000000.0,,842000000.0,181000000.0,804000000.0,1637000000.0,5156000000.0,775000000.0,775000000.0,20753000000.0,7256000000.0,7256000000.0,7256000000.0,13497000000.0,20753000000.0,15977000000.0,-1320000000.0,2377000000.0,1640000000.0
Cincinnati Financial Corp,CINF,,20286,2018.0,FY,,2018-12-31,2020-02-25 11:05:54+00:00,132000000.0,22000000.0,784000000.0,5707000000.0,0.0,1678000000.0,738000000.0,2779000000.0,71000000.0,866000000.0,195000000.0,11604000000.0,1431000000.0,7625000000.0,803000000.0,803000000.0,21935000000.0,7833000000.0,7833000000.0,7833000000.0,14102000000.0,21935000000.0,5920000000.0,-1492000000.0,2516000000.0,1688000000.0
Cincinnati Financial Corp,CINF,,20286,2018.0,Q3,,2018-09-30,2018-10-25 16:16:31+00:00,129000000.0,-4000000.0,616000000.0,5578000000.0,0.0,1670000000.0,743000000.0,2770000000.0,,860000000.0,191000000.0,861000000.0,1552000000.0,8164000000.0,795000000.0,795000000.0,22480000000.0,8334000000.0,8334000000.0,8334000000.0,14146000000.0,22480000000.0,17323000000.0,-1496000000.0,2591000000.0,1753000000.0
Cincinnati Financial Corp,CINF,,20286,2018.0,Q2,,2018-06-30,2018-07-26 16:12:28+00:00,130000000.0,55000000.0,521000000.0,5468000000.0,0.0,1663000000.0,728000000.0,2760000000.0,,889000000.0,188000000.0,727000000.0,1357000000.0,7696000000.0,792000000.0,792000000.0,21760000000.0,7916000000.0,7916000000.0,7916000000.0,13844000000.0,21760000000.0,16836000000.0,-1498000000.0,2578000000.0,1772000000.0
Cincinnati Financial Corp,CINF,,20286,2018.0,Q1,,2018-03-31,2018-04-25 16:17:30+00:00,124000000.0,115000000.0,604000000.0,5345000000.0,0.0,1655000000.0,691000000.0,2740000000.0,,853000000.0,186000000.0,722000000.0,1324000000.0,7565000000.0,803000000.0,803000000.0,21470000000.0,7946000000.0,7946000000.0,7946000000.0,13524000000.0,21470000000.0,16614000000.0,-1389000000.0,2459000000.0,1665000000.0
Cincinnati Financial Corp,CINF,,20286,2019.0,FY,,2019-12-31,2020-04-27 16:18:40+00:00,133000000.0,448000000.0,767000000.0,6147000000.0,0.0,1703000000.0,774000000.0,2835000000.0,77000000.0,885000000.0,207000000.0,12985000000.0,2007000000.0,9257000000.0,882000000.0,882000000.0,25408000000.0,9864000000.0,9864000000.0,9864000000.0,15544000000.0,25408000000.0,7752000000.0,-1544000000.0,2788000000.0,1831000000.0
Cincinnati Financial Corp,CINF,,20286,2019.0,Q3,,2019-09-30,2019-10-25 07:37:03+00:00,125000000.0,442000000.0,787000000.0,6056000000.0,0.0,1692000000.0,783000000.0,2816000000.0,,885000000.0,207000000.0,1209000000.0,1877000000.0,8722000000.0,878000000.0,878000000.0,24742000000.0,9371000000.0,9371000000.0,9371000000.0,15371000000.0,24742000000.0,18776000000.0,-1485000000.0,2859000000.0,1899000000.0
Cincinnati Financial Corp,CINF,,20286,2019.0,Q2,,2019-06-30,2019-07-30 16:09:44+00:00,130000000.0,364000000.0,803000000.0,6009000000.0,0.0,1683000000.0,786000000.0,2798000000.0,,884000000.0,207000000.0,1161000000.0,1760000000.0,8566000000.0,859000000.0,859000000.0,24337000000.0,9131000000.0,9131000000.0,9131000000.0,15206000000.0,24337000000.0,18332000000.0,-1482000000.0,2896000000.0,1983000000.0
Cincinnati Financial Corp,CINF,,20286,2019.0,Q1,,2019-03-31,2019-04-24 16:14:58+00:00,128000000.0,210000000.0,802000000.0,5944000000.0,0.0,1674000000.0,751000000.0,2784000000.0,,877000000.0,202000000.0,1138000000.0,1569000000.0,8229000000.0,831000000.0,831000000.0,23352000000.0,8630000000.0,8630000000.0,8630000000.0,14722000000.0,23352000000.0,17593000000.0,-1483000000.0,2717000000.0,1835000000.0
Cincinnati Financial Corp,CINF,,20286,2020.0,Q1,,2020-03-31,2020-04-27 16:18:40+00:00,124000000.0,204000000.0,486000000.0,6206000000.0,0.0,1697000000.0,827000000.0,2861000000.0,76000000.0,960000000.0,208000000.0,12606000000.0,1518000000.0,7932000000.0,858000000.0,858000000.0,23367000000.0,8042000000.0,8042000000.0,8042000000.0,15325000000.0,23367000000.0,6225000000.0,-1791000000.0,2922000000.0,1957000000.0
