company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cooper Industries plc,CBE,,1141982,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 15:19:51+00:00,0.6,0.6,0.25,0.59,9900000.0,100100000.0,81200000.0,18900000.0,100100000.0,884800000.0,1256800000.0,,8800000.0,256900000.0,884800000.0,372000000.0,15200000.0,,265700000.0,106300000.0,-15200000.0,91100000.0,1256800000.0,166800000.0,166800000.0,169700000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q4,2010-10-01,2010-12-31,,0.85,0.85,0.27,0.84,25200000.0,141900000.0,141900000.0,,141900000.0,842900000.0,1259900000.0,,,249000000.0,842900000.0,417000000.0,13200000.0,12300000.0,249000000.0,168000000.0,-900000.0,167100000.0,1259900000.0,166136000.0,166136000.0,166136000.0
Cooper Industries plc,CBE,,1141982,2010.0,FY,2010-01-01,2010-12-31,2012-02-21 17:20:59+00:00,2.67,2.67,1.08,2.64,86300000.0,443800000.0,443800000.0,,443800000.0,3380600000.0,5065900000.0,-134500000.0,8000000.0,986100000.0,3380600000.0,1685300000.0,49400000.0,22800000.0,994100000.0,691200000.0,-161100000.0,530100000.0,5065900000.0,166136000.0,166136000.0,166136000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.82,1.82,0.81,1.8,61100000.0,301900000.0,301900000.0,,301900000.0,2537700000.0,3806000000.0,-134500000.0,8000000.0,737100000.0,2537700000.0,1268300000.0,36200000.0,10500000.0,745100000.0,523200000.0,-160200000.0,363000000.0,3806000000.0,165300000.0,165300000.0,165300000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.59,2.59,1.06,2.57,78800000.0,430700000.0,430700000.0,,430700000.0,3375200000.0,5062600000.0,-134500000.0,12200000.0,991500000.0,3375200000.0,1687400000.0,50200000.0,10500000.0,1003700000.0,683700000.0,-174200000.0,509500000.0,5062600000.0,165300000.0,165300000.0,165300000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 17:19:53+00:00,0.86,0.86,0.27,0.85,37400000.0,141700000.0,141700000.0,,141700000.0,821600000.0,1240700000.0,,1500000.0,236700000.0,821600000.0,419100000.0,12300000.0,10500000.0,238200000.0,180900000.0,-1800000.0,179100000.0,1240700000.0,165300000.0,165300000.0,165300000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.96,0.96,0.54,0.95,23700000.0,160200000.0,160200000.0,,160200000.0,1716100000.0,2565300000.0,-134500000.0,6500000.0,500400000.0,1716100000.0,849200000.0,23900000.0,,506900000.0,342300000.0,-158400000.0,183900000.0,2565300000.0,167800000.0,167800000.0,167800000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.45,2.45,1.04,2.44,63500000.0,409900000.0,403300000.0,6600000.0,409900000.0,3430100000.0,5108300000.0,-134500000.0,17200000.0,1005900000.0,3430100000.0,1678200000.0,53800000.0,,1023100000.0,655100000.0,-188300000.0,466800000.0,5108300000.0,167800000.0,167800000.0,167800000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 13:19:42+00:00,0.25,0.25,0.27,0.25,-4500000.0,41600000.0,41600000.0,,41600000.0,895000000.0,1336700000.0,-134500000.0,3000000.0,255600000.0,895000000.0,441700000.0,11500000.0,,258600000.0,183100000.0,-146000000.0,37100000.0,1336700000.0,167800000.0,167800000.0,167800000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.73,2.73,1.02,2.72,87400000.0,457600000.0,451000000.0,6600000.0,457600000.0,3420100000.0,5041400000.0,,24600000.0,999700000.0,3420100000.0,1621300000.0,58600000.0,,1024300000.0,597000000.0,-58600000.0,538400000.0,5041400000.0,167600000.0,167600000.0,167600000.0
Cooper Industries plc,CBE,,1141982,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 14:45:36+00:00,0.71,0.71,0.27,0.7,28200000.0,118600000.0,118600000.0,0.0,118600000.0,821100000.0,1228600000.0,,3500000.0,244800000.0,821100000.0,407500000.0,12400000.0,,248300000.0,159200000.0,-12400000.0,146800000.0,1228600000.0,167600000.0,167600000.0,167600000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q4,2011-10-01,2011-12-31,,1.01,1.01,0.29,1.01,27700000.0,159900000.0,159900000.0,,159900000.0,930500000.0,1373100000.0,,4000000.0,259500000.0,930500000.0,442600000.0,13400000.0,21900000.0,263500000.0,179100000.0,8500000.0,187600000.0,1373100000.0,162790000.0,162790000.0,162790000.0
Cooper Industries plc,CBE,,1141982,2011.0,FY,2011-01-01,2011-12-31,2012-02-21 17:20:59+00:00,5.08,5.08,1.16,5.02,119900000.0,827600000.0,637300000.0,190300000.0,827600000.0,3612500000.0,5409400000.0,,4000000.0,1039300000.0,3612500000.0,1796900000.0,63200000.0,66800000.0,1043300000.0,753600000.0,3600000.0,757200000.0,5409400000.0,162790000.0,162790000.0,162790000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q3YTD,2011-01-01,2011-09-30,,4.07,4.07,0.87,4.01,92200000.0,667700000.0,477400000.0,190300000.0,667700000.0,2682000000.0,4036300000.0,,,779800000.0,2682000000.0,1354300000.0,49800000.0,44900000.0,779800000.0,574500000.0,-4900000.0,569600000.0,4036300000.0,162300000.0,162300000.0,162300000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q3TTM,2010-10-01,2011-09-30,,4.92,4.92,1.14,4.85,117400000.0,809600000.0,619300000.0,190300000.0,809600000.0,3524900000.0,5296200000.0,,,1028800000.0,3524900000.0,1771300000.0,63000000.0,57200000.0,1028800000.0,742500000.0,-5800000.0,736700000.0,5296200000.0,162300000.0,162300000.0,162300000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 15:11:45+00:00,0.99,0.99,0.29,0.98,28700000.0,160200000.0,160200000.0,,160200000.0,931200000.0,1389700000.0,,,269200000.0,931200000.0,458500000.0,16400000.0,16000000.0,269200000.0,189300000.0,-400000.0,188900000.0,1389700000.0,162300000.0,162300000.0,162300000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q2YTD,2011-01-01,2011-06-30,,3.08,3.08,0.58,3.03,63500000.0,507500000.0,317200000.0,190300000.0,507500000.0,1750800000.0,2646600000.0,,,510600000.0,1750800000.0,895800000.0,33400000.0,28900000.0,510600000.0,385200000.0,-4500000.0,380700000.0,2646600000.0,165400000.0,165400000.0,165400000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.79,4.79,1.12,4.72,126100000.0,791100000.0,600800000.0,190300000.0,791100000.0,3415300000.0,5147200000.0,,1500000.0,996300000.0,3415300000.0,1731900000.0,58900000.0,51700000.0,997800000.0,734100000.0,-7200000.0,726900000.0,5147200000.0,165400000.0,165400000.0,165400000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 16:56:06+00:00,0.98,0.98,0.29,0.96,38000000.0,161400000.0,161400000.0,,161400000.0,907100000.0,1368900000.0,,,259700000.0,907100000.0,461800000.0,17100000.0,14400000.0,259700000.0,202100000.0,-2700000.0,199400000.0,1368900000.0,165400000.0,165400000.0,165400000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q1TTM,2010-04-01,2011-03-31,,4.06,4.06,1.1,4.01,83600000.0,671300000.0,481000000.0,190300000.0,671300000.0,3403200000.0,5115000000.0,-134500000.0,4500000.0,992200000.0,3403200000.0,1711800000.0,53300000.0,37300000.0,996700000.0,715100000.0,-150500000.0,564600000.0,5115000000.0,165000000.0,165000000.0,165000000.0
Cooper Industries plc,CBE,,1141982,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 15:22:15+00:00,2.1,2.1,0.29,2.07,25500000.0,346100000.0,155800000.0,190300000.0,346100000.0,843700000.0,1277700000.0,,,250900000.0,843700000.0,434000000.0,16300000.0,14500000.0,250900000.0,183100000.0,-1800000.0,181300000.0,1277700000.0,165000000.0,165000000.0,165000000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q3YTD,2012-01-01,2012-09-30,,3.36,3.36,0.93,3.33,129100000.0,538100000.0,538100000.0,,538100000.0,2853500000.0,4370800000.0,,,857000000.0,2853500000.0,1517300000.0,44000000.0,50900000.0,857000000.0,660300000.0,6900000.0,667200000.0,4370800000.0,161100000.0,161100000.0,161100000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q3TTM,2011-10-01,2012-09-30,,4.37,4.37,1.22,4.34,156800000.0,698000000.0,698000000.0,,698000000.0,3784000000.0,5743900000.0,,4000000.0,1116500000.0,3784000000.0,1959900000.0,57400000.0,72800000.0,1120500000.0,839400000.0,15400000.0,854800000.0,5743900000.0,161100000.0,161100000.0,161100000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q3,2012-07-01,2012-09-30,2012-11-05 15:11:45+00:00,1.17,1.17,0.31,1.16,51900000.0,188400000.0,188400000.0,,188400000.0,981900000.0,1497500000.0,,,279200000.0,981900000.0,515600000.0,14600000.0,18500000.0,279200000.0,236400000.0,3900000.0,240300000.0,1497500000.0,161100000.0,161100000.0,161100000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.19,2.19,0.62,2.17,77200000.0,349700000.0,349700000.0,,349700000.0,1871600000.0,2873300000.0,,,577800000.0,1871600000.0,1001700000.0,29400000.0,32400000.0,577800000.0,423900000.0,3000000.0,426900000.0,2873300000.0,159700000.0,159700000.0,159700000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q2TTM,2011-07-01,2012-06-30,,4.19,4.19,1.2,4.16,133600000.0,669800000.0,669800000.0,,669800000.0,3733300000.0,5636100000.0,,4000000.0,1106500000.0,3733300000.0,1902800000.0,59200000.0,70300000.0,1110500000.0,792300000.0,11100000.0,803400000.0,5636100000.0,159700000.0,159700000.0,159700000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q2,2012-04-01,2012-06-30,2012-08-08 16:56:06+00:00,1.18,1.18,0.31,1.17,41000000.0,189000000.0,189000000.0,,189000000.0,949300000.0,1469700000.0,,,293700000.0,949300000.0,520400000.0,14800000.0,18100000.0,293700000.0,226700000.0,3300000.0,230000000.0,1469700000.0,159700000.0,159700000.0,159700000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.99,3.99,1.18,3.95,130600000.0,642200000.0,642200000.0,,642200000.0,3691100000.0,5535300000.0,,4000000.0,1072500000.0,3691100000.0,1844200000.0,61500000.0,66600000.0,1076500000.0,767700000.0,5100000.0,772800000.0,5535300000.0,159000000.0,159000000.0,159000000.0
Cooper Industries plc,CBE,,1141982,2012.0,Q1,2012-01-01,2012-03-31,2012-05-04 15:22:15+00:00,1.01,1.01,0.31,1.0,36200000.0,160700000.0,160700000.0,,160700000.0,922300000.0,1403600000.0,,,284100000.0,922300000.0,481300000.0,14600000.0,14300000.0,284100000.0,197200000.0,-300000.0,196900000.0,1403600000.0,159000000.0,159000000.0,159000000.0
