company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q3TTM,2018-10-01,2019-09-30,,15433000.0,37676000.0,2107000.0,7442000.0,,-64846000.0,603000.0,,-6609000.0,-4578000.0,56248000.0,-6609000.0,-4578000.0,56248000.0,45061000.0,82434000.0,82434000.0,15471000.0,-6125000.0,,314000.0,-163993000.0,-10141000.0,-1087000.0,,169556000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q3,2019-07-01,2019-09-30,,5191000.0,10082000.0,125000.0,1910000.0,,-10915000.0,,,-440000.0,1453000.0,18310000.0,-440000.0,1453000.0,18310000.0,19323000.0,19292000.0,19292000.0,2744000.0,-440000.0,,88000.0,-36587000.0,-2517000.0,,,40557000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-08 06:26:46+00:00,15433000.0,29602000.0,2092000.0,5674000.0,,-94713000.0,338000.0,,-3628000.0,21079000.0,-6053000.0,-3628000.0,21079000.0,-6053000.0,11398000.0,56209000.0,56209000.0,11269000.0,-2879000.0,,75000.0,-115944000.0,-6643000.0,-1087000.0,,143666000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q2TTM,2018-07-01,2019-06-30,,10242000.0,32388000.0,2157000.0,7183000.0,,-46191000.0,603000.0,,-6232000.0,-96934000.0,69905000.0,-6232000.0,-96934000.0,69905000.0,-33261000.0,83996000.0,83996000.0,14368000.0,-5748000.0,,307000.0,-239442000.0,-9555000.0,-1087000.0,,152063000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q2,2019-04-01,2019-06-30,,5161000.0,19224000.0,216000.0,1932000.0,,-18129000.0,338000.0,,-1162000.0,-4447000.0,14235000.0,-1162000.0,-4447000.0,14235000.0,8626000.0,21279000.0,21279000.0,4005000.0,-413000.0,,-13000.0,-49240000.0,-2482000.0,-1087000.0,,47275000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-09 06:26:43+00:00,10242000.0,19520000.0,1967000.0,3764000.0,,-83798000.0,338000.0,,-3188000.0,19626000.0,-24363000.0,-3188000.0,19626000.0,-24363000.0,-7925000.0,36917000.0,36917000.0,8525000.0,-2439000.0,,-13000.0,-79357000.0,-4126000.0,-1087000.0,,103109000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q1,2019-01-01,2019-03-31,2020-05-11 10:02:48+00:00,5081000.0,296000.0,1751000.0,1832000.0,0.0,-65669000.0,,,-2026000.0,24073000.0,-38598000.0,-2026000.0,24073000.0,-38598000.0,-16551000.0,15638000.0,15638000.0,4520000.0,-2026000.0,,,-30117000.0,-1644000.0,,,55834000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q1TTM,2018-04-01,2019-03-31,,5081000.0,24494000.0,2393000.0,6754000.0,,-19300000.0,621000.0,,-5813000.0,-87130000.0,91705000.0,-5813000.0,-87130000.0,91705000.0,-1238000.0,84884000.0,84884000.0,13889000.0,-5399000.0,,397000.0,-218469000.0,-8354000.0,-1035000.0,,139693000.0,
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2020.0,Q1TTM,2019-04-01,2020-03-31,,21626000.0,40048000.0,1201000.0,8649000.0,-274000.0,-103379000.0,657000.0,,-4792000.0,-14398000.0,11092000.0,-4792000.0,-14398000.0,11092000.0,-8372000.0,74362000.0,74362000.0,9720000.0,-4362000.0,,114000.0,-179379000.0,-9565000.0,-1087000.0,,174525000.0,21000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2020.0,Q1,2020-01-01,2020-03-31,2020-05-11 10:02:48+00:00,5500000.0,503000.0,845000.0,2464000.0,-274000.0,-79140000.0,,,-2940000.0,13097000.0,-52793000.0,-2940000.0,13097000.0,-52793000.0,-42910000.0,13070000.0,13070000.0,5313000.0,-2940000.0,,,-35130000.0,-2397000.0,,,50624000.0,
