company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,intangibleassets,longtermdebt,netpremisesandequipment,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,FY,,2016-12-31,2018-03-16 06:13:13+00:00,,810000.0,187371000.0,0.0,85449000.0,,,8686000.0,16355000.0,85361000.0,-4000.0,48300000.0,77190000.0,172599000.0,986000.0,394016000.0,258854000.0,258854000.0,258854000.0,135162000.0,394016000.0,0.0,104929000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q3,,2016-09-30,2016-11-07 12:27:06+00:00,4181000.0,1539000.0,121953000.0,0.0,84953000.0,,,8686000.0,15585000.0,79802000.0,-4000.0,44569000.0,59661000.0,155425000.0,986000.0,359996000.0,241913000.0,241913000.0,241913000.0,118083000.0,359996000.0,0.0,142656000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q2,,2016-06-30,2016-08-08 10:01:36+00:00,28843000.0,1598000.0,92437000.0,0.0,83159000.0,,,8686000.0,14303000.0,77110000.0,-4000.0,42916000.0,23338000.0,140281000.0,986000.0,329803000.0,225034000.0,225034000.0,225034000.0,104769000.0,329803000.0,0.0,145953000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2016.0,Q1,,2016-03-31,2016-05-09 10:13:04+00:00,21072000.0,1184000.0,76934000.0,0.0,81003000.0,,,9671000.0,12446000.0,76082000.0,-4000.0,43104000.0,17856000.0,122757000.0,939000.0,297582000.0,204940000.0,204940000.0,204940000.0,92642000.0,297582000.0,0.0,132120000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,FY,,2017-12-31,2019-03-01 06:10:08+00:00,,940000.0,220786000.0,0.0,89881000.0,,0.0,7651000.0,17153000.0,96066000.0,-4000.0,53866000.0,82224000.0,224071000.0,1035000.0,459664000.0,314888000.0,314888000.0,314888000.0,144776000.0,459664000.0,0.0,125659000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q3,,2017-09-30,2017-11-09 06:10:36+00:00,1295000.0,1070000.0,182662000.0,0.0,90657000.0,,,7651000.0,17130000.0,95503000.0,-4000.0,47912000.0,58345000.0,215591000.0,1035000.0,423552000.0,307314000.0,307314000.0,307314000.0,116238000.0,423552000.0,0.0,128257000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q2,,2017-06-30,2017-08-09 06:13:01+00:00,2914000.0,1006000.0,163830000.0,0.0,88505000.0,,,7651000.0,17074000.0,95384000.0,-4000.0,44534000.0,54189000.0,200116000.0,1035000.0,399946000.0,289623000.0,289623000.0,289623000.0,110323000.0,399946000.0,0.0,123658000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2017.0,Q1,,2017-03-31,2017-05-10 06:07:39+00:00,,855000.0,129032000.0,0.0,86039000.0,,,8686000.0,16267000.0,94805000.0,-4000.0,42448000.0,39930000.0,184547000.0,986000.0,363487000.0,271437000.0,271437000.0,271437000.0,92050000.0,363487000.0,0.0,123383000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,FY,,2018-12-31,2020-03-02 10:02:27+00:00,4486000.0,775000.0,214683000.0,0.0,97462000.0,,15385000.0,6564000.0,19550000.0,96117000.0,-4000.0,57386000.0,87283000.0,311341000.0,1087000.0,566380000.0,409574000.0,409574000.0,409574000.0,156806000.0,566380000.0,0.0,220645000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q3,,2018-09-30,2018-11-09 06:03:45+00:00,5963000.0,200000.0,181020000.0,0.0,97379000.0,,5639000.0,6564000.0,18169000.0,99471000.0,-4000.0,52108000.0,61722000.0,285116000.0,1087000.0,510135000.0,382691000.0,382691000.0,382691000.0,127444000.0,510135000.0,0.0,205836000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q2,,2018-06-30,2018-08-09 06:05:16+00:00,217000.0,344000.0,240019000.0,0.0,94295000.0,,5727000.0,6564000.0,17159000.0,93863000.0,-4000.0,48110000.0,59296000.0,264262000.0,1087000.0,474171000.0,358897000.0,358897000.0,358897000.0,115274000.0,474171000.0,0.0,117403000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2018.0,Q1,,2018-03-31,2018-05-10 06:10:08+00:00,3131000.0,474000.0,199370000.0,0.0,90844000.0,,,7651000.0,17097000.0,86101000.0,-4000.0,43605000.0,44136000.0,242095000.0,1035000.0,432967000.0,333409000.0,333409000.0,333409000.0,99558000.0,432967000.0,0.0,130399000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,FY,,2019-12-31,2020-05-11 10:02:48+00:00,17762000.0,1978000.0,232670000.0,0.0,104662000.0,,22312000.0,,113178000.0,129313000.0,-4000.0,112322000.0,77479000.0,388271000.0,6564000.0,709034000.0,494907000.0,494907000.0,494907000.0,214127000.0,709034000.0,0.0,211561000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q3,,2019-09-30,2019-11-08 06:26:46+00:00,17500000.0,2408000.0,226081000.0,0.0,102146000.0,,14647000.0,0.0,111774000.0,116831000.0,-4000.0,108012000.0,60417000.0,367550000.0,6564000.0,664593000.0,472100000.0,472100000.0,472100000.0,192493000.0,664593000.0,0.0,195260000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q2,,2019-06-30,2019-08-09 06:26:43+00:00,17400000.0,2157000.0,206758000.0,0.0,100102000.0,,14889000.0,0.0,113944000.0,104845000.0,-4000.0,108394000.0,56803000.0,348258000.0,6564000.0,639674000.0,450513000.0,450513000.0,450513000.0,189161000.0,639674000.0,0.0,199238000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2019.0,Q1,,2019-03-31,2019-05-10 06:09:14+00:00,24961000.0,1526000.0,198132000.0,0.0,97591000.0,,15133000.0,6564000.0,103850000.0,90298000.0,-4000.0,97497000.0,47315000.0,326979000.0,1087000.0,603516000.0,426092000.0,426092000.0,426092000.0,177424000.0,603516000.0,0.0,196103000.0
Marcus & Millichap Inc,MMI,549300B2HE8ULXNB1N48,1578732,2020.0,Q1,,2020-03-31,2020-05-11 10:02:48+00:00,17715000.0,2383000.0,189760000.0,0.0,105605000.0,,31254000.0,,111627000.0,148614000.0,-4000.0,95524000.0,41234000.0,401308000.0,6564000.0,670329000.0,509292000.0,509292000.0,509292000.0,161037000.0,670329000.0,0.0,189074000.0
