company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,sgaexpense,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Graham Holdings Co,GHC,,104889,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 09:56:16+00:00,4512000.0,-40.25,-40.25,1.15,14460000.0,-40.25,248591000.0,-30500000.0,-230556000.0,-230935000.0,379000.0,-230843000.0,287000.0,550585000.0,,,-40458000.0,302029000.0,90847000.0,0.0,285563000.0,641432000.0,7830000.0,576000.0,855155000.0,-213723000.0,-47712000.0,-261435000.0,641432000.0,5700000.0,5738000.0,5837000.0
Graham Holdings Co,GHC,,104889,2015.0,Q3YTD,2015-01-01,2015-09-30,,13897000.0,-26.82,-26.82,9.1,62266000.0,-26.9,255467000.0,-10000000.0,-150329000.0,-192499000.0,42170000.0,-152455000.0,721000.0,1711403000.0,1194000.0,,-29885000.0,922373000.0,258344000.0,,864380000.0,1969747000.0,24679000.0,701000.0,2118383000.0,-148636000.0,-53863000.0,-202499000.0,1969747000.0,5700000.0,5738000.0,5837000.0
Graham Holdings Co,GHC,,104889,2015.0,Q3TTM,2014-10-01,2015-09-30,,19112000.0,37.16,37.16,16.75,80884000.0,36.74,272769000.0,162000000.0,184337000.0,113518000.0,70819000.0,181955000.0,977000.0,2354345000.0,1194000.0,212000.0,357461000.0,1240061000.0,343027000.0,421000.0,1134158000.0,2697372000.0,33601000.0,1270000.0,2746984000.0,-49612000.0,325130000.0,275518000.0,2697372000.0,5700000.0,5738000.0,5837000.0
Graham Holdings Co,GHC,,104889,2015.0,Q2,2015-04-01,2015-06-30,2016-08-03 09:39:34+00:00,4647000.0,9.92,9.92,2.65,25609000.0,9.87,6876000.0,19600000.0,58427000.0,39925000.0,18502000.0,57782000.0,434000.0,593762000.0,,,11678000.0,311121000.0,87128000.0,,276412000.0,680890000.0,8348000.0,-30000.0,624665000.0,56225000.0,3300000.0,59525000.0,680890000.0,5800000.0,5720000.0,5805000.0
Graham Holdings Co,GHC,,104889,2015.0,Q2YTD,2015-01-01,2015-06-30,,9385000.0,13.43,13.43,7.95,47806000.0,13.35,6876000.0,20500000.0,80227000.0,38436000.0,41791000.0,78388000.0,434000.0,1160818000.0,1194000.0,,10573000.0,620344000.0,167497000.0,,578817000.0,1328315000.0,16849000.0,125000.0,1263228000.0,65087000.0,-6151000.0,58936000.0,1328315000.0,5800000.0,5720000.0,5805000.0
Graham Holdings Co,GHC,,104889,2015.0,Q2TTM,2014-07-01,2015-06-30,,21954000.0,90.59,90.59,18.15,85088000.0,90.11,24178000.0,208600000.0,491332000.0,354683000.0,136649000.0,489149000.0,569000.0,2420629000.0,1194000.0,212000.0,387196000.0,1264427000.0,338516000.0,421000.0,1158178000.0,2759145000.0,35069000.0,5836000.0,2553825000.0,205320000.0,357963000.0,563283000.0,2759145000.0,5800000.0,5720000.0,5805000.0
Graham Holdings Co,GHC,,104889,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 16:55:41+00:00,4738000.0,3.51,3.51,5.3,22197000.0,3.48,,900000.0,21800000.0,-1489000.0,23289000.0,20606000.0,,567056000.0,1194000.0,,-1105000.0,309223000.0,80369000.0,,302405000.0,647425000.0,8501000.0,155000.0,638563000.0,8862000.0,-9451000.0,-589000.0,647425000.0,5900000.0,5704000.0,5791000.0
Graham Holdings Co,GHC,,104889,2015.0,Q1TTM,2014-04-01,2015-03-31,,20243000.0,181.47,181.47,15.5,77680000.0,180.72,17302000.0,250900000.0,1182755000.0,659371000.0,523384000.0,1181504000.0,-364000.0,2443418000.0,1194000.0,,643632000.0,1274469000.0,308419000.0,421000.0,1158268000.0,2751837000.0,35246000.0,98010000.0,2547962000.0,203875000.0,706396000.0,910271000.0,2751837000.0,5900000.0,5704000.0,5791000.0
Graham Holdings Co,GHC,,104889,2016.0,FY,2016-01-01,2016-12-31,2019-02-25 13:34:56+00:00,26671000.0,29.95,29.95,4.84,64620000.0,29.8,1603000.0,81200000.0,169458000.0,169458000.0,,168590000.0,868000.0,2481890000.0,,,68023000.0,1270030000.0,,,896097000.0,2481890000.0,35390000.0,-4844000.0,2259021000.0,222869000.0,27789000.0,250658000.0,2481890000.0,5600000.0,5559000.0,5589000.0
Graham Holdings Co,GHC,,104889,2016.0,Q2,2016-04-01,2016-06-30,2017-08-02 09:05:31+00:00,6278000.0,10.82,10.82,1.21,16045000.0,10.76,0.0,23800000.0,61199000.0,61199000.0,,59962000.0,,490045000.0,1237000.0,,19000000.0,296033000.0,138888000.0,,236437000.0,628933000.0,7971000.0,-170000.0,554793000.0,74140000.0,10859000.0,84999000.0,628933000.0,5500000.0,5544000.0,5574000.0
Graham Holdings Co,GHC,,104889,2017.0,FY,2017-01-01,2017-12-31,2020-02-26 14:25:16+00:00,41187000.0,54.24,54.24,5.08,62509000.0,53.89,9614000.0,-119700000.0,302489000.0,302489000.0,,302044000.0,445000.0,2591846000.0,,,76940000.0,1454343000.0,,,887790000.0,2591846000.0,33886000.0,3332000.0,2455443000.0,136403000.0,46386000.0,182789000.0,2591846000.0,5600000.0,5516000.0,5552000.0
