company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Globe Life Inc,GL,,320335,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 15:53:16+00:00,,,-3455000.0,,,1560000.0,-203001000.0,-175597000.0,,-203001000.0,-175597000.0,300047000.0,-82006000.0,,,,43860000.0,,-12508000.0,-296442000.0,-761000.0,,-235913000.0,121569000.0,37000.0
Globe Life Inc,GL,,320335,2012.0,Q2,2012-04-01,2012-06-30,,,,903000.0,,,94945000.0,-111154000.0,-60469000.0,,-111154000.0,-60469000.0,163084000.0,-7636000.0,,,,8493000.0,,-14898000.0,-286013000.0,-2202000.0,,-199694000.0,227708000.0,38000.0
Globe Life Inc,GL,,320335,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-08 11:39:59+00:00,,,-1673000.0,,,94987000.0,-203021000.0,-255884000.0,,-203021000.0,-255884000.0,447131000.0,-13447000.0,,,,118620000.0,,-26985000.0,-577367000.0,-2681000.0,,-389643000.0,324107000.0,57000.0
Globe Life Inc,GL,,320335,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 14:21:09+00:00,,,-2576000.0,,,42000.0,-91867000.0,-195415000.0,,-91867000.0,-195415000.0,284047000.0,-5811000.0,,,,110127000.0,,-12087000.0,-291354000.0,-479000.0,,-189949000.0,96399000.0,19000.0
Globe Life Inc,GL,,320335,2013.0,Q3,2013-07-01,2013-09-30,,,,-1422000.0,,,-26957000.0,-211538000.0,-71708000.0,278523000.0,-211538000.0,-71708000.0,278523000.0,-6145000.0,,,,21457000.0,,-15571000.0,-156611000.0,-2117000.0,-94050000.0,-96417000.0,86710000.0,310000.0
Globe Life Inc,GL,,320335,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-07 12:24:07+00:00,,,2702000.0,,,2840000.0,-408460000.0,-388303000.0,771143000.0,-408460000.0,-388303000.0,771143000.0,-22918000.0,,,,71057000.0,,-45487000.0,-930530000.0,-4364000.0,-94050000.0,-342820000.0,546034000.0,557000.0
Globe Life Inc,GL,,320335,2013.0,Q2,2013-04-01,2013-06-30,,,,139000.0,,,-20028000.0,-133955000.0,-48749000.0,202246000.0,-133955000.0,-48749000.0,202246000.0,19681000.0,,,,19017000.0,,-15780000.0,-295707000.0,-1392000.0,,-117164000.0,248303000.0,47000.0
Globe Life Inc,GL,,320335,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-08 11:58:06+00:00,,,4124000.0,,,29797000.0,-196922000.0,-316595000.0,492620000.0,-196922000.0,-316595000.0,492620000.0,-16773000.0,,,,49600000.0,,-29916000.0,-773919000.0,-2247000.0,,-246403000.0,459324000.0,247000.0
Globe Life Inc,GL,,320335,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 10:18:00+00:00,,,3985000.0,,,49825000.0,-62967000.0,-267846000.0,290374000.0,-62967000.0,-267846000.0,290374000.0,-36454000.0,,,,30583000.0,,-14136000.0,-478212000.0,-855000.0,,-129239000.0,211021000.0,200000.0
Globe Life Inc,GL,,320335,2014.0,Q3,2014-07-01,2014-09-30,,,,6462000.0,,,15478000.0,-115340000.0,-94942000.0,225015000.0,-115340000.0,-94942000.0,225015000.0,21195000.0,,,,-10399000.0,,-16648000.0,-201007000.0,-4476000.0,,-103771000.0,110506000.0,35000.0
Globe Life Inc,GL,,320335,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 12:29:23+00:00,,,9237000.0,,,61352000.0,-326750000.0,-296830000.0,644398000.0,-326750000.0,-296830000.0,644398000.0,30055000.0,,,,2610000.0,,-48628000.0,-557548000.0,-14482000.0,,-342084000.0,275146000.0,54000.0
Globe Life Inc,GL,,320335,2014.0,Q2,2014-04-01,2014-06-30,,,,-4853000.0,,,10026000.0,-107543000.0,-26350000.0,144533000.0,-107543000.0,-26350000.0,144533000.0,5787000.0,,,,11870000.0,,-16761000.0,-146973000.0,-4931000.0,,-112678000.0,125535000.0,19000.0
Globe Life Inc,GL,,320335,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-07 12:15:30+00:00,,,2775000.0,,,45874000.0,-211410000.0,-201888000.0,419383000.0,-211410000.0,-201888000.0,419383000.0,8860000.0,,,,13009000.0,,-31980000.0,-356541000.0,-10006000.0,,-238313000.0,164640000.0,19000.0
Globe Life Inc,GL,,320335,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 12:50:35+00:00,,,7628000.0,,,35848000.0,-103867000.0,-175538000.0,274850000.0,-103867000.0,-175538000.0,274850000.0,3073000.0,,,,1139000.0,,-15219000.0,-209568000.0,-5075000.0,,-125635000.0,39105000.0,
Globe Life Inc,GL,,320335,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-04 12:25:34+00:00,,,14560000.0,,32519000.0,130215000.0,-271058000.0,-479928000.0,,-271058000.0,-479928000.0,729892000.0,-6534000.0,,,,-53509000.0,,-50217000.0,-820843000.0,-30663000.0,0.0,-330066000.0,371578000.0,
Globe Life Inc,GL,,320335,2015.0,Q3,2015-07-01,2015-09-30,,,,8995000.0,,11012000.0,-18755000.0,-164836000.0,-123294000.0,,-164836000.0,-123294000.0,275771000.0,-3364000.0,,,,-21683000.0,,-16911000.0,-244471000.0,-16714000.0,,-118499000.0,137891000.0,
Globe Life Inc,GL,,320335,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-05 15:17:46+00:00,,,5565000.0,,21507000.0,148970000.0,-106222000.0,-356634000.0,,-106222000.0,-356634000.0,454121000.0,-3170000.0,,,,-31826000.0,,-33306000.0,-576372000.0,-13949000.0,0.0,-211567000.0,233687000.0,
Globe Life Inc,GL,,320335,2015.0,Q2,2015-04-01,2015-06-30,,,,-1189000.0,,9684000.0,128447000.0,-1133000.0,-112307000.0,,-1133000.0,-112307000.0,174392000.0,59763000.0,,,,-21220000.0,,-17096000.0,-199076000.0,-7869000.0,,-100948000.0,94638000.0,
Globe Life Inc,GL,,320335,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 15:26:58+00:00,,,6754000.0,,11823000.0,20523000.0,-105089000.0,-244327000.0,,-105089000.0,-244327000.0,279729000.0,-62933000.0,,,,-10606000.0,,-16210000.0,-377296000.0,-6080000.0,,-110619000.0,139049000.0,
Globe Life Inc,GL,,320335,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-07 17:26:36+00:00,,,-3268000.0,,47053000.0,425266000.0,-206121000.0,-719020000.0,,-206121000.0,-719020000.0,971926000.0,43517000.0,,,,-57188000.0,,-50258000.0,-964381000.0,-10138000.0,-259638000.0,-311356000.0,255499000.0,
Globe Life Inc,GL,,320335,2016.0,Q3,2016-07-01,2016-09-30,,,,1904000.0,,21767000.0,-19744000.0,-142133000.0,-171540000.0,,-142133000.0,-171540000.0,366991000.0,55222000.0,,,,-18995000.0,,-16780000.0,-272288000.0,-3398000.0,,-108381000.0,104146000.0,
Globe Life Inc,GL,,320335,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-08 14:43:35+00:00,,,-5172000.0,,25286000.0,445010000.0,-63988000.0,-547480000.0,,-63988000.0,-547480000.0,604935000.0,-11705000.0,,,,-38193000.0,,-33478000.0,-692093000.0,-6740000.0,-259638000.0,-202975000.0,151353000.0,
Globe Life Inc,GL,,320335,2016.0,Q2,2016-04-01,2016-06-30,,,,625000.0,,21523000.0,378111000.0,-15396000.0,-212506000.0,,-15396000.0,-212506000.0,264197000.0,36920000.0,,,,-20552000.0,,-16954000.0,-302037000.0,-2861000.0,-259638000.0,-117886000.0,92392000.0,
Globe Life Inc,GL,,320335,2016.0,Q1,2016-01-01,2016-03-31,2017-05-08 12:10:22+00:00,,,-5797000.0,,3763000.0,66899000.0,-48592000.0,-334974000.0,,-48592000.0,-334974000.0,340738000.0,-48625000.0,,,,-17641000.0,,-16524000.0,-390056000.0,-3879000.0,,-85089000.0,58961000.0,
Globe Life Inc,GL,,320335,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-06 18:23:39+00:00,,,-3998000.0,,40891000.0,42652000.0,-336599000.0,-732946000.0,,-336599000.0,-732946000.0,1085842000.0,12299000.0,,,,-65912000.0,,-51532000.0,-1088675000.0,-13451000.0,-1250000.0,-301448000.0,369180000.0,
Globe Life Inc,GL,,320335,2017.0,Q3,2017-07-01,2017-09-30,,,,-7263000.0,,12921000.0,2106000.0,-122347000.0,-226366000.0,,-122347000.0,-226366000.0,346786000.0,-9190000.0,,,,-21618000.0,,-17439000.0,-370941000.0,-5371000.0,-625000.0,-97692000.0,149946000.0,
Globe Life Inc,GL,,320335,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-08 16:38:08+00:00,,,3265000.0,,27970000.0,40546000.0,-214252000.0,-506580000.0,,-214252000.0,-506580000.0,739056000.0,21489000.0,,,,-44294000.0,,-34093000.0,-717734000.0,-8080000.0,-625000.0,-203756000.0,219234000.0,
Globe Life Inc,GL,,320335,2017.0,Q2,2017-04-01,2017-06-30,,,,440000.0,,5745000.0,-21373000.0,-147000000.0,-95842000.0,,-147000000.0,-95842000.0,278300000.0,35898000.0,,,,-23120000.0,,-17590000.0,-198986000.0,-4102000.0,-625000.0,-90037000.0,107246000.0,
Globe Life Inc,GL,,320335,2017.0,Q1,2017-01-01,2017-03-31,2018-05-07 16:43:35+00:00,,,2825000.0,,22225000.0,61919000.0,-67252000.0,-410738000.0,,-67252000.0,-410738000.0,460756000.0,-14409000.0,,,,-21174000.0,,-16503000.0,-518748000.0,-3978000.0,0.0,-113719000.0,111988000.0,
Globe Life Inc,GL,,320335,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-12 08:33:05+00:00,,,2843000.0,,35065000.0,550000000.0,108591000.0,-1089847000.0,,108591000.0,-1089847000.0,937289000.0,-41124000.0,,,,-87561000.0,,-53481000.0,-1341493000.0,-27316000.0,-37118000.0,-298314000.0,278962000.0,
Globe Life Inc,GL,,320335,2018.0,Q3,2018-07-01,2018-09-30,,,,-4512000.0,,13713000.0,499787000.0,359558000.0,-680606000.0,,359558000.0,-680606000.0,320769000.0,-4791000.0,,,,-28899000.0,,-18075000.0,-712627000.0,-8581000.0,-15243000.0,-91725000.0,40602000.0,
Globe Life Inc,GL,,320335,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-08 17:19:33+00:00,,,7355000.0,,21352000.0,50213000.0,-250967000.0,-409241000.0,,-250967000.0,-409241000.0,616520000.0,-36333000.0,,,,-58662000.0,,-35406000.0,-628866000.0,-18735000.0,-21875000.0,-206589000.0,238360000.0,
Globe Life Inc,GL,,320335,2018.0,Q2,2018-04-01,2018-06-30,,,,2472000.0,,7783000.0,13749000.0,-147624000.0,-95364000.0,,-147624000.0,-95364000.0,234131000.0,-6385000.0,,,,-33059000.0,,-18212000.0,-205888000.0,-6769000.0,-21250000.0,-96635000.0,117293000.0,
Globe Life Inc,GL,,320335,2018.0,Q1,2018-01-01,2018-03-31,2019-05-07 16:41:15+00:00,,,4883000.0,,13569000.0,36464000.0,-103343000.0,-313877000.0,,-103343000.0,-313877000.0,382389000.0,-29948000.0,,,,-25603000.0,,-17194000.0,-422978000.0,-11966000.0,-625000.0,-109954000.0,121067000.0,
Globe Life Inc,GL,,320335,2019.0,Q3,2019-07-01,2019-09-30,,,,-685000.0,,17975000.0,,-153286000.0,-212211000.0,,-153286000.0,-212211000.0,343538000.0,-22644000.0,,,,-21409000.0,,-18841000.0,-394892000.0,-8395000.0,-26639000.0,-104372000.0,191076000.0,
Globe Life Inc,GL,,320335,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-12 08:33:05+00:00,,,-6535000.0,,57573000.0,0.0,-509424000.0,-568567000.0,,-509424000.0,-568567000.0,1030175000.0,-54351000.0,,,,-95626000.0,,-55493000.0,-1205402000.0,-30049000.0,-81409000.0,-334469000.0,666884000.0,
Globe Life Inc,GL,,320335,2019.0,Q2,2019-04-01,2019-06-30,,,,-4124000.0,,28006000.0,,-186657000.0,-50594000.0,,-186657000.0,-50594000.0,263352000.0,21977000.0,,,,-37081000.0,,-18956000.0,-288513000.0,-14639000.0,-39425000.0,-119201000.0,252558000.0,
Globe Life Inc,GL,,320335,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-08 17:19:33+00:00,,,-5850000.0,,39598000.0,,-356138000.0,-356356000.0,,-356138000.0,-356356000.0,686637000.0,-31707000.0,,,,-74217000.0,,-36652000.0,-810510000.0,-21654000.0,-54770000.0,-230097000.0,475808000.0,
Globe Life Inc,GL,,320335,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 18:11:47+00:00,,,-1726000.0,,11592000.0,,-169481000.0,-305762000.0,,-169481000.0,-305762000.0,423285000.0,-53684000.0,,,,-37136000.0,,-17696000.0,-521997000.0,-7015000.0,-15345000.0,-110896000.0,223250000.0,
Globe Life Inc,GL,,320335,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 18:11:47+00:00,,,13829000.0,,16808000.0,158764000.0,-31271000.0,-311675000.0,,-31271000.0,-311675000.0,343554000.0,14437000.0,,,,-19651000.0,,-18588000.0,-520350000.0,-9316000.0,-1875000.0,-166729000.0,217991000.0,
