company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Linde PLC,LIN,,1707925,2019.0,Q4,2019-10-01,2019-12-31,,0.94,0.94,2.63,1162000000.0,0.94,162000000.0,538000000.0,534000000.0,8000000.0,511000000.0,27000000.0,4187000000.0,7080000000.0,-4000000.0,24000000.0,25000000.0,-29000000.0,212000000.0,49000000.0,844000000.0,4187000000.0,2893000000.0,8000000.0,2238000000.0,655000000.0,17000000.0,672000000.0,7080000000.0,541500000.0,541094000.0,545170000.0
Linde PLC,LIN,,1707925,2019.0,FY,2019-01-01,2019-12-31,2020-03-02 15:19:05+00:00,4.22,4.22,3.5,4675000000.0,4.19,769000000.0,2381000000.0,2272000000.0,211000000.0,2285000000.0,96000000.0,16644000000.0,28228000000.0,-102000000.0,114000000.0,32000000.0,-232000000.0,567000000.0,184000000.0,3457000000.0,16644000000.0,11584000000.0,38000000.0,8651000000.0,2933000000.0,-6000000.0,2927000000.0,28228000000.0,541500000.0,541094000.0,545170000.0
Linde PLC,LIN,,1707925,2019.0,Q3YTD,2019-01-01,2019-09-30,,3.28,3.28,0.88,3513000000.0,3.25,607000000.0,1843000000.0,1738000000.0,203000000.0,1774000000.0,69000000.0,12457000000.0,21148000000.0,-98000000.0,90000000.0,7000000.0,-203000000.0,355000000.0,135000000.0,2613000000.0,12457000000.0,8691000000.0,30000000.0,6413000000.0,2278000000.0,-23000000.0,2255000000.0,21148000000.0,540400000.0,539753000.0,543616000.0
Linde PLC,LIN,,1707925,2019.0,Q3TTM,2018-10-01,2019-09-30,,11.66,11.66,4.18,4415000000.0,11.54,962000000.0,4797000000.0,4575000000.0,428000000.0,4752000000.0,45000000.0,16412000000.0,26949000000.0,-206000000.0,104000000.0,21000000.0,-3490000000.0,590000000.0,177000000.0,3331000000.0,16412000000.0,10537000000.0,102000000.0,5023000000.0,5514000000.0,-81000000.0,5433000000.0,26949000000.0,540400000.0,539753000.0,543616000.0
Linde PLC,LIN,,1707925,2019.0,Q3,2019-07-01,2019-09-30,2019-11-12 13:35:58+00:00,1.36,1.36,,1095000000.0,1.35,298000000.0,738000000.0,731000000.0,14000000.0,735000000.0,3000000.0,4061000000.0,7000000000.0,-7000000.0,28000000.0,-2000000.0,-175000000.0,125000000.0,44000000.0,850000000.0,4061000000.0,2939000000.0,-3000000.0,1939000000.0,1000000000.0,1000000.0,1001000000.0,7000000000.0,540400000.0,539753000.0,543616000.0
Linde PLC,LIN,,1707925,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.92,1.92,0.88,2418000000.0,1.9,309000000.0,1105000000.0,1007000000.0,189000000.0,1039000000.0,66000000.0,8396000000.0,14148000000.0,-91000000.0,62000000.0,9000000.0,-28000000.0,230000000.0,91000000.0,1763000000.0,8396000000.0,5752000000.0,33000000.0,4474000000.0,1278000000.0,-24000000.0,1254000000.0,14148000000.0,538100000.0,542561000.0,546488000.0
Linde PLC,LIN,,1707925,2019.0,Q2TTM,2018-07-01,2019-06-30,,11.9,11.9,4.18,3626000000.0,11.77,820000000.0,4539000000.0,4324000000.0,414000000.0,4478000000.0,61000000.0,14049000000.0,22957000000.0,-199000000.0,89000000.0,17000000.0,-3328000000.0,496000000.0,156000000.0,2775000000.0,14049000000.0,8908000000.0,145000000.0,3725000000.0,5183000000.0,-128000000.0,5055000000.0,22957000000.0,538100000.0,542561000.0,546488000.0
Linde PLC,LIN,,1707925,2019.0,Q2,2019-04-01,2019-06-30,2019-08-09 13:24:49+00:00,0.97,0.97,,1195000000.0,0.96,169000000.0,551000000.0,542000000.0,18000000.0,522000000.0,29000000.0,4280000000.0,7204000000.0,-9000000.0,28000000.0,24000000.0,-10000000.0,141000000.0,45000000.0,884000000.0,4280000000.0,2924000000.0,10000000.0,2255000000.0,669000000.0,14000000.0,683000000.0,7204000000.0,538100000.0,542561000.0,546488000.0
Linde PLC,LIN,,1707925,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 14:23:30+00:00,0.95,0.95,0.875,1223000000.0,0.94,140000000.0,554000000.0,465000000.0,171000000.0,517000000.0,37000000.0,4116000000.0,6944000000.0,-82000000.0,34000000.0,-15000000.0,-18000000.0,89000000.0,46000000.0,879000000.0,4116000000.0,2828000000.0,23000000.0,2219000000.0,609000000.0,-38000000.0,571000000.0,6944000000.0,544200000.0,545554000.0,549147000.0
Linde PLC,LIN,,1707925,2019.0,Q1TTM,2018-04-01,2019-03-31,,12.6,12.6,4.18,2742000000.0,12.46,809000000.0,4487000000.0,4281000000.0,396000000.0,4436000000.0,51000000.0,11475000000.0,18797000000.0,-190000000.0,75000000.0,-9000000.0,-3335000000.0,379000000.0,135000000.0,2198000000.0,11475000000.0,7322000000.0,179000000.0,2119000000.0,5203000000.0,-188000000.0,5015000000.0,18797000000.0,544200000.0,545554000.0,549147000.0
Linde PLC,LIN,,1707925,2020.0,Q1TTM,2019-04-01,2020-03-31,,4.34,4.34,3.59,4594000000.0,4.32,794000000.0,2435000000.0,2413000000.0,44000000.0,2341000000.0,94000000.0,16371000000.0,28023000000.0,-22000000.0,97000000.0,92000000.0,-229000000.0,609000000.0,182000000.0,3439000000.0,16371000000.0,11652000000.0,39000000.0,8595000000.0,3057000000.0,53000000.0,3110000000.0,28023000000.0,535500000.0,531215000.0,534956000.0
Linde PLC,LIN,,1707925,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 14:23:30+00:00,1.07,1.07,0.963,1142000000.0,1.07,165000000.0,608000000.0,606000000.0,4000000.0,573000000.0,35000000.0,3843000000.0,6739000000.0,-2000000.0,17000000.0,45000000.0,-15000000.0,131000000.0,44000000.0,861000000.0,3843000000.0,2896000000.0,24000000.0,2163000000.0,733000000.0,21000000.0,754000000.0,6739000000.0,535500000.0,531215000.0,534956000.0
