company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depositsinterestincome,dilutedeps,fedfundsandrepointerestexpense,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 10:31:35+00:00,,0.78,0.78,,145000000.0,6000000.0,0.78,1000000.0,,113000000.0,168000000.0,1154000000.0,89000000.0,388000000.0,388000000.0,381000000.0,1091000000.0,194000000.0,7000000.0,7000000.0,,219000000.0,324000000.0,78000000.0,470000000.0,2000000.0,237000000.0,1328000000.0,883000000.0,371000000.0,501000000.0,1462000000.0,40000000.0,488500000.0,487500618.0,489266826.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q1TTM,2017-04-01,2018-03-31,,-44000000.0,3.43,3.43,-0.14,500000000.0,21000000.0,3.42,3000000.0,,259000000.0,633000000.0,4434000000.0,315000000.0,1720000000.0,1720000000.0,1706000000.0,4259000000.0,807000000.0,15000000.0,14000000.0,-7000000.0,950000000.0,1359000000.0,303000000.0,1790000000.0,11000000.0,829000000.0,5088000000.0,3503000000.0,1526000000.0,1979000000.0,5785000000.0,159000000.0,488500000.0,487500618.0,489266826.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q4,2019-10-01,2019-12-31,,,0.98,0.98,,263000000.0,7000000.0,0.97,3000000.0,,91000000.0,159000000.0,1335000000.0,93000000.0,450000000.0,450000000.0,427000000.0,1143000000.0,221000000.0,5000000.0,23000000.0,-1000000.0,263000000.0,438000000.0,110000000.0,502000000.0,-1000000.0,358000000.0,1501000000.0,986000000.0,494000000.0,541000000.0,1637000000.0,52000000.0,449700000.0,449731453.0,451213701.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,FY,2019-01-01,2019-12-31,2020-02-24 16:44:55+00:00,,3.82,3.82,1.36,1155000000.0,30000000.0,3.81,8000000.0,,460000000.0,642000000.0,5517000000.0,410000000.0,1791000000.0,1791000000.0,1718000000.0,4614000000.0,847000000.0,19000000.0,73000000.0,-2000000.0,974000000.0,1658000000.0,393000000.0,2026000000.0,2000000.0,1575000000.0,6189000000.0,3847000000.0,1877000000.0,2251000000.0,6491000000.0,202000000.0,449700000.0,449731453.0,451213701.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3YTD,2019-01-01,2019-09-30,,,2.84,2.84,,892000000.0,23000000.0,2.84,5000000.0,,369000000.0,483000000.0,4182000000.0,317000000.0,1341000000.0,1341000000.0,1291000000.0,3471000000.0,626000000.0,14000000.0,50000000.0,-1000000.0,711000000.0,1220000000.0,283000000.0,1524000000.0,3000000.0,1217000000.0,4688000000.0,2861000000.0,1383000000.0,1710000000.0,4854000000.0,150000000.0,445400000.0,445703987.0,447134595.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3TTM,2018-10-01,2019-09-30,,,3.8,3.8,,1137000000.0,31000000.0,3.79,7000000.0,,461000000.0,655000000.0,5544000000.0,438000000.0,1806000000.0,1806000000.0,1741000000.0,4643000000.0,842000000.0,23000000.0,65000000.0,-4000000.0,963000000.0,1592000000.0,368000000.0,2007000000.0,5000000.0,1587000000.0,6230000000.0,3812000000.0,1804000000.0,2267000000.0,6447000000.0,193000000.0,445400000.0,445703987.0,447134595.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3,2019-07-01,2019-09-30,2019-11-06 11:38:05+00:00,,0.97,0.97,,297000000.0,8000000.0,0.97,2000000.0,,115000000.0,153000000.0,1377000000.0,94000000.0,449000000.0,449000000.0,432000000.0,1145000000.0,210000000.0,2000000.0,17000000.0,,255000000.0,441000000.0,101000000.0,508000000.0,0.0,393000000.0,1538000000.0,973000000.0,493000000.0,564000000.0,1638000000.0,50000000.0,445400000.0,445703987.0,447134595.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q2YTD,2019-01-01,2019-06-30,,,1.87,1.87,,595000000.0,15000000.0,1.87,3000000.0,,254000000.0,330000000.0,2805000000.0,223000000.0,892000000.0,892000000.0,859000000.0,2326000000.0,416000000.0,12000000.0,33000000.0,-1000000.0,456000000.0,779000000.0,182000000.0,1016000000.0,3000000.0,824000000.0,3150000000.0,1888000000.0,890000000.0,1146000000.0,3216000000.0,100000000.0,457900000.0,458154335.0,459304224.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q2TTM,2018-07-01,2019-06-30,,,3.75,3.75,,1054000000.0,30000000.0,3.73,7000000.0,,479000000.0,669000000.0,5470000000.0,453000000.0,1800000000.0,1800000000.0,1745000000.0,4646000000.0,830000000.0,23000000.0,55000000.0,-4000000.0,946000000.0,1520000000.0,345000000.0,1973000000.0,9000000.0,1523000000.0,6169000000.0,3749000000.0,1727000000.0,2279000000.0,6373000000.0,188000000.0,457900000.0,458154335.0,459304224.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q2,2019-04-01,2019-06-30,2019-08-06 10:20:36+00:00,,0.95,0.95,,308000000.0,7000000.0,0.95,3000000.0,,127000000.0,164000000.0,1409000000.0,102000000.0,453000000.0,453000000.0,435000000.0,1166000000.0,208000000.0,4000000.0,18000000.0,,236000000.0,405000000.0,97000000.0,507000000.0,1000000.0,414000000.0,1580000000.0,951000000.0,462000000.0,580000000.0,1628000000.0,53000000.0,457900000.0,458154335.0,459304224.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 16:31:10+00:00,,0.92,0.92,0.32,287000000.0,8000000.0,0.92,,,127000000.0,166000000.0,1396000000.0,121000000.0,439000000.0,439000000.0,424000000.0,1160000000.0,208000000.0,8000000.0,15000000.0,-1000000.0,220000000.0,374000000.0,85000000.0,509000000.0,2000000.0,410000000.0,1570000000.0,937000000.0,428000000.0,566000000.0,1588000000.0,47000000.0,460900000.0,460713172.0,462520680.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q1TTM,2018-04-01,2019-03-31,,,3.68,3.68,,927000000.0,31000000.0,3.66,5000000.0,,476000000.0,670000000.0,5299000000.0,458000000.0,1772000000.0,1772000000.0,1735000000.0,4601000000.0,811000000.0,20000000.0,37000000.0,-4000000.0,943000000.0,1459000000.0,333000000.0,1919000000.0,9000000.0,1399000000.0,6000000000.0,3673000000.0,1653000000.0,2248000000.0,6254000000.0,178000000.0,460900000.0,460713172.0,462520680.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2020.0,Q1TTM,2019-04-01,2020-03-31,,,2.93,2.93,,1095000000.0,27000000.0,2.92,8000000.0,,344000000.0,623000000.0,5447000000.0,379000000.0,1386000000.0,1386000000.0,1306000000.0,4614000000.0,856000000.0,11000000.0,80000000.0,-1000000.0,1000000000.0,1728000000.0,908000000.0,2066000000.0,1000000.0,1483000000.0,6097000000.0,3922000000.0,1946000000.0,1730000000.0,6560000000.0,208000000.0,400000000.0,427718421.0,429388855.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 16:31:10+00:00,,0.03,0.03,0.39,227000000.0,5000000.0,0.03,,,11000000.0,147000000.0,1326000000.0,90000000.0,34000000.0,34000000.0,12000000.0,1160000000.0,217000000.0,0.0,22000000.0,0.0,246000000.0,444000000.0,600000000.0,549000000.0,1000000.0,318000000.0,1478000000.0,1012000000.0,497000000.0,45000000.0,1657000000.0,53000000.0,400000000.0,427718421.0,429388855.0
