company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q3,2018-07-01,2018-09-30,,,-37000000.0,51000000.0,,-10000000.0,580000000.0,,,-329000000.0,305000000.0,206000000.0,-78000000.0,-38000000.0,206000000.0,-407000000.0,267000000.0,412000000.0,262000000.0,210000000.0,-74000000.0,-284000000.0,-314000000.0,300000000.0,9000000.0,-1684000000.0,-638000000.0,,1989000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-31 17:30:31+00:00,,-62000000.0,216000000.0,,-52000000.0,403000000.0,,441000000.0,-943000000.0,-198000000.0,561000000.0,,,,-943000000.0,-198000000.0,561000000.0,-632000000.0,414000000.0,414000000.0,,-410000000.0,452000000.0,-50000000.0,-4571000000.0,-1786000000.0,,4373000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q2TTM,2017-07-01,2018-06-30,,,-142000000.0,375000000.0,,-27000000.0,1810000000.0,,441000000.0,-1887000000.0,-357000000.0,1459000000.0,-69000000.0,-77000000.0,348000000.0,-1956000000.0,-434000000.0,1807000000.0,-610000000.0,854000000.0,460000000.0,-394000000.0,-1044000000.0,837000000.0,-51000000.0,-8053000000.0,-3114000000.0,,7696000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q2,2018-04-01,2018-06-30,,,-37000000.0,112000000.0,,-31000000.0,272000000.0,,,-990000000.0,-31000000.0,452000000.0,,,,-990000000.0,-31000000.0,452000000.0,-600000000.0,249000000.0,249000000.0,,-144000000.0,211000000.0,-14000000.0,-2359000000.0,-1187000000.0,,2328000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 16:29:53+00:00,,-25000000.0,104000000.0,,-21000000.0,131000000.0,,441000000.0,47000000.0,-167000000.0,109000000.0,,,,47000000.0,-167000000.0,109000000.0,-32000000.0,165000000.0,165000000.0,,-266000000.0,241000000.0,-36000000.0,-2212000000.0,-599000000.0,,2045000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q1TTM,2017-04-01,2018-03-31,,,-148000000.0,402000000.0,,18000000.0,1595000000.0,,441000000.0,-1348000000.0,-707000000.0,1660000000.0,-69000000.0,-77000000.0,348000000.0,-1417000000.0,-784000000.0,2008000000.0,-175000000.0,876000000.0,482000000.0,-394000000.0,-671000000.0,817000000.0,-50000000.0,-7954000000.0,-2556000000.0,,7247000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-30 17:00:26+00:00,,-93000000.0,277000000.0,,-4000000.0,941000000.0,,0.0,-1166000000.0,-542000000.0,1274000000.0,-76000000.0,-6000000.0,334000000.0,-1242000000.0,-548000000.0,1608000000.0,-186000000.0,506000000.0,464000000.0,-42000000.0,-315000000.0,591000000.0,-55000000.0,-6746000000.0,-1702000000.0,,6204000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q3TTM,2018-10-01,2019-09-30,,,-124000000.0,358000000.0,,-30000000.0,1911000000.0,,,-1406000000.0,-1240000000.0,1860000000.0,-107000000.0,1000000.0,408000000.0,-1513000000.0,-1239000000.0,2268000000.0,-514000000.0,179000000.0,191000000.0,12000000.0,-476000000.0,921000000.0,-54000000.0,-10924000000.0,-2273000000.0,,9684000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q3,2019-07-01,2019-09-30,,,-39000000.0,91000000.0,,-16000000.0,501000000.0,,-77000000.0,-471000000.0,-191000000.0,479000000.0,-76000000.0,-6000000.0,334000000.0,-547000000.0,-197000000.0,813000000.0,53000000.0,58000000.0,16000000.0,-42000000.0,-90000000.0,136000000.0,-2000000.0,-1277000000.0,-528000000.0,,1086000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-31 17:30:31+00:00,,-54000000.0,186000000.0,,12000000.0,440000000.0,,77000000.0,-695000000.0,-351000000.0,795000000.0,,,,-695000000.0,-351000000.0,795000000.0,-239000000.0,448000000.0,448000000.0,,-225000000.0,455000000.0,-53000000.0,-5469000000.0,-1174000000.0,,5118000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q2TTM,2018-07-01,2019-06-30,,,-122000000.0,318000000.0,,-24000000.0,1990000000.0,,77000000.0,-1264000000.0,-744000000.0,1587000000.0,-109000000.0,-31000000.0,280000000.0,-1373000000.0,-775000000.0,1867000000.0,-305000000.0,331000000.0,101000000.0,-230000000.0,-700000000.0,1085000000.0,-43000000.0,-11331000000.0,-2383000000.0,,10587000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q2,2019-04-01,2019-06-30,,,-36000000.0,105000000.0,,4000000.0,354000000.0,,77000000.0,-334000000.0,-634000000.0,693000000.0,14000000.0,6000000.0,-32000000.0,-320000000.0,-628000000.0,661000000.0,-283000000.0,218000000.0,280000000.0,62000000.0,-10000000.0,221000000.0,-39000000.0,-3029000000.0,-593000000.0,,2395000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 17:16:10+00:00,,-18000000.0,81000000.0,,8000000.0,86000000.0,,,-361000000.0,283000000.0,102000000.0,-14000000.0,-6000000.0,32000000.0,-375000000.0,277000000.0,134000000.0,44000000.0,230000000.0,168000000.0,-62000000.0,-215000000.0,234000000.0,-14000000.0,-2440000000.0,-581000000.0,,2723000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2019.0,Q1TTM,2018-04-01,2019-03-31,,,-123000000.0,325000000.0,,-59000000.0,1908000000.0,,,-1920000000.0,-141000000.0,1346000000.0,-123000000.0,-37000000.0,312000000.0,-2043000000.0,-178000000.0,1658000000.0,-622000000.0,362000000.0,70000000.0,-292000000.0,-834000000.0,1075000000.0,-18000000.0,-10661000000.0,-2977000000.0,,10520000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 17:16:10+00:00,,-35000000.0,116000000.0,,-30000000.0,330000000.0,,,-957000000.0,-551000000.0,680000000.0,0.0,0.0,0.0,-957000000.0,-551000000.0,680000000.0,-858000000.0,-72000000.0,-72000000.0,0.0,341000000.0,280000000.0,-9000000.0,-2071000000.0,-1228000000.0,,1520000000.0
